Name;Topic path;Topic
CU11CUX03 Barracas Del Sur;Cultura [CU] / 11. Promoción Cultural / 03. CU11CUX03 - Circuito de Espacios Culturales; 03. CU11CUX03 - Circuito de Espacios Culturales
CIU05CUX11 Encuesta de satisfacción;Ciudad [CIU] / 05. Sobre la Ciudad / 11. CIU05CUX11 Encuentro con vecinos; 11. CIU05CUX11 Encuentro con vecinos
AM02CUX01 Por qué se produce;Ambiente [AM] / 02. Cambio climático / 01. AM02CUX01 - Cambio climático; 01. AM02CUX01 - Cambio climático
INN10CUX02 No entendido - audio;Innovación [INN] / 10. Boti LLM / 02. INN10CUX02 - Experiencia trámites PI; 02. INN10CUX02 - Experiencia trámites PI
TR03CUX03 Inscripción al Registro de Clubes de Música en vivo y/o Establecimientos;Trámites [TR] / 03. Match directo / 03. TR03CUX03 - Cultura; 03. TR03CUX03 - Cultura
BOT02CUX07 Beso (pista 1);Boti [BOT] / 02. Cumpleaños / 07. BOT02CUX07 - Atrapalabras / Segundo juego; Segundo juego
NI01CUX03  El de Pintor;Niñez [NI] / 01. Boticuentos / 03. NI01CUX03 Super chanchitos 🐷🐷🐷; 03. NI01CUX03 Super chanchitos 🐷🐷🐷
TR00CUX01 Bifurcador boletas;Trámites [TR];Trámites [TR]
AG01CUX01 Patentes;AGIP [AG] / 01. Sobre AGIP / 01. AG01CUX01 - AGIP; 01. AG01CUX01 - AGIP
TUR01CUX10 Apertura;Turnos [TUR] / 01. SIGECI / 10. TUR01CUX10 Turno para acta de tránsito; 10. TUR01CUX10 Turno para acta de tránsito
TR03CUX28 Trámites por venta de vehículo ante la Dirección Nacional de los Registros Nacionales de la Propiedad del Automotor y Créditos Prendarios;Trámites [TR] / 03. Match directo / 28. TR03CUX28 - Nación; 28. TR03CUX28 - Nación
miBA01CUX01 Desde la compu (Crear cuenta);miBA [MIBA] / 01. Cuenta miBA / 01. MIBA01CUX01 - miBA flujo estático; 01. MIBA01CUX01 - miBA flujo estático
MO08CUX01 Soy repartidor;Movilidad [MO] / 08. Trámites varios / 01. MO08CUX01 - RUTRAMUR; 01. MO08CUX01 - RUTRAMUR
SUA01CUX06 Solicitud fallida;Solicitudes - Suaci [SUACI] / 01. Espacio público / 06. SUA01CUX06 - Reparación De Vereda  / Errores | Reparación De Veredas; Errores | Reparación De Veredas
IN01CUX02 - Habilitado - Saldo negativo - No recupera puntos;Infracciones [IN] / 02. IN01CUX02 - Scoring; 02. IN01CUX02 - Scoring
CU08CUX01  Apertura de contingencia II;Cultura [CU] / 08. Vacaciones en BA / 01. CU08CUX01 - Vacaciones de invierno 2025; 01. CU08CUX01 - Vacaciones de invierno 2025
DH01CUX01 Centros de inclusión social;Desarrollo humano [DH] / 01. Atención social / 01. DH01CUX01 - Atención Social; 01. DH01CUX01 - Atención Social
BOT06CUX01 Boti deportista;Boti [BOT] / 06. Diversión / 01. BOT06CUX01 - Divertite con Boti; 01. BOT06CUX01 - Divertite con Boti
Apertura | Buscar comuna;Ciudad [CIU] / 02. Comunas de la ciudad / 01. CIU02CUX01 - Comunas de la Ciudad; 01. CIU02CUX01 - Comunas de la Ciudad
EM04CUX02 Mujer Emprendedora;Empleo [EM] / 04. Empresas / 02. EM04CUX02 - Mujer Emprendedora; 02. EM04CUX02 - Mujer Emprendedora
TU01CUX01 Lugares imperdibles;Turismo [TU] / 01. Turismo BA / 01. TU01CUX01 - Turismo en BA; 01. TU01CUX01 - Turismo en BA
VI03CUX01 Cómo es el crédito;Vivienda [VI] / 03. Créditos Hipotecarios / 01. VI03CUX01 - Créditos Hipotecarios ; 01. VI03CUX01 - Créditos Hipotecarios 
BOT01CUX01 Ya te lo dije;Boti [BOT] / 01. Perfil / 01. BOT01CUX01 - Personalidad; 01. BOT01CUX01 - Personalidad
SUA01CUX Cambiar descripción obligatoria;Solicitudes - Suaci [SUACI] / 01. Espacio público / SUACI Componentes Comunes; SUACI Componentes Comunes
BOT02CUX04 Fin (Obelisco);Boti [BOT] / 02. Cumpleaños / 04. BOT02CUX04 - Perdidos en BA; 04. BOT02CUX04 - Perdidos en BA
MO05CUX02 Licencia digital;Movilidad [MO] / 05. Licencias / 02. MO05CUX02 - Licencias de conducir - 2023; 02. MO05CUX02 - Licencias de conducir - 2023
CU09CUX01 San Martín;Cultura [CU] / 09. Centros y edificios culturales / 01. CU09CUX01 - Centros culturales; 01. CU09CUX01 - Centros culturales
OB05CUX02 Qué necesito micro obra;Obras [OBR] / 05. DGROC / 02. OB05CUX02 -Super Apertura Obras - DGROC  ; 02. OB05CUX02 -Super Apertura Obras - DGROC  
CU01CUX10 Apertura;Cultura [CU] / 01. Museos / 10. CU01CUX10 - BAM De paseo; 10. CU01CUX10 - BAM De paseo
VI01CUX03 Apertura;Trámites [TR] / 02. Integraciones STD / 03. TR02CUX03 VI01CUX03 - Copia de escritura; 03. TR02CUX03 VI01CUX03 - Copia de escritura
TR04CUX02 Qué necesito - Carta de Ciudadanía;Trámites [TR] / 04. Estáticos Varios / 02. TR04CUX02 - DNI; 02. TR04CUX02 - DNI
DEC01CUX01 Cursos y talleres;Desarrollo Económico [DEC] / 01. Juventud / 01. DEC01CUX01 Juventud; 01. DEC01CUX01 Juventud
OB05CUX02 Cómo hago el trámite ejecución;Obras [OBR] / 05. DGROC / 02. OB05CUX02 -Super Apertura Obras - DGROC  ; 02. OB05CUX02 -Super Apertura Obras - DGROC  
TUR01CUX03 Por lugar > No sirve;Turnos [TUR] / 01. SIGECI / 03. TUR01CUX03 - Identidad de Género; 03. TUR01CUX03 - Identidad de Género
Dónde hacerlo | Certificación de firmas;Registro Civil [RC] / 01. Estáticos / 05. RC01CUX05 - Certificación de firmas; 05. RC01CUX05 - Certificación de firmas
EDU03CUX05 Diplomaturas;Educación [EDU] / 03. Docentes / 05. EDU03CUX05 - Universidad de la Ciudad; 05. EDU03CUX05 - Universidad de la Ciudad
AG01CUX01 Control fiscal;AGIP [AG] / 01. Sobre AGIP / 01. AG01CUX01 - AGIP; 01. AG01CUX01 - AGIP
miBA - Login para SUACI Marquisinas;miBA [MIBA] / 01. Cuenta miBA / 05. MIBA01CUX05 - miBA Login / miBA Login V2; miBA Login V2
BOT06CUX01 Apertura corta;Boti [BOT] / 06. Diversión / 01. BOT06CUX01 - Divertite con Boti; 01. BOT06CUX01 - Divertite con Boti
CU06CAT01 Confirmación de datos;Derivaciones [DER] / Derivación / Deriva a agente de Diversidad; Deriva a agente de Diversidad
AG01CUX02 Contribuyentes Locales;AGIP [AG] / 01. Sobre AGIP / 02. AG01CUX02 - Ingresos Brutos; 02. AG01CUX02 - Ingresos Brutos
EDU01CAT02 Buscando operador;Derivaciones [DER] / Derivación / Deriva a agente de Terminá la Secundaria ; Deriva a agente de Terminá la Secundaria 
CU10CUX02 Contame más (Personajes de Oski);Cultura [CU] / 10. Casco Histórico / 02. CU10CUX02 - Paseo de la historieta; 02. CU10CUX02 - Paseo de la historieta
VI01CUX03 Qué necesito;Trámites [TR] / 02. Integraciones STD / 03. TR02CUX03 VI01CUX03 - Copia de escritura; 03. TR02CUX03 VI01CUX03 - Copia de escritura
CU01CUX15 Mr. M Pista 2;Cultura [CU] / 01. Museos / 15. CU01CUX15 - MIJU experiencia interactiva; 15. CU01CUX15 - MIJU experiencia interactiva
VI01CUX03 Confirmar trámite;Trámites [TR] / 02. Integraciones STD / 03. TR02CUX03 VI01CUX03 - Copia de escritura; 03. TR02CUX03 VI01CUX03 - Copia de escritura
DH03CUX02 Dudas y consultas subintent;Desarrollo humano [DH] / 03. Accesibilidad / 02. DH03CUX02 CUD; 02. DH03CUX02 CUD
Feedback -cierre Audiencia online- V1;Derivaciones [DER] / Derivación / Derivación a agente de Infracciones / Feedback Audiencia online; Feedback Audiencia online
SUA01CUX18 Volver a ver datos;Solicitudes - Suaci [SUACI] / 01. Espacio público / 18. SUA01CUX18 - Retiro de objetos en desuso; 18. SUA01CUX18 - Retiro de objetos en desuso
BOT06CUX01 Respuesta correcta 9;Boti [BOT] / 06. Diversión / 01. BOT06CUX01 - Divertite con Boti; 01. BOT06CUX01 - Divertite con Boti
NI01CUX03  Biblioteca resolución;Niñez [NI] / 01. Boticuentos / 03. NI01CUX03 Super chanchitos 🐷🐷🐷; 03. NI01CUX03 Super chanchitos 🐷🐷🐷
CU04CUX41 Apertura corta variante 3;"Cultura [CU] / 04. Festivales y ""Día de -Noche de"" / 41. CU04CUX41 - Bares Notables"; 41. CU04CUX41 - Bares Notables
SUA01CUX00 Apertura de contingencia  ;Solicitudes - Suaci [SUACI];Solicitudes - Suaci [SUACI]
SA06CUX02 Cancelar turno Sí, cancelar;Salud [SA] / 06. Gestor de encuentros / 02. SA06CUX02 - pushes; 02. SA06CUX02 - pushes
MO04CUX01 Costo;Movilidad [MO] / 04. Transporte / 01. MO04CUX01 - VTV; 01. MO04CUX01 - VTV
EDU01CAT02 Apertura;Derivaciones [DER] / Derivación / Deriva a agente de Terminá la Secundaria ; Deriva a agente de Terminá la Secundaria 
MA01CUX01 Superapertura ;Mascotas [MA] / 01. Mascotas / 01. MA01CUX01 - Mascotas; 01. MA01CUX01 - Mascotas
SUA01CUX05 Autos Abandonados - Preguntar tiene patente;Solicitudes - Suaci [SUACI] / 01. Espacio público / 05. SUA01CUX05 - Autos abandonados; 05. SUA01CUX05 - Autos abandonados
TUR01CUX12 Pedir dominio;Turnos [TUR] / 01. SIGECI / 12. TUR01CUX12 Turno para infracciones por videollamada; 12. TUR01CUX12 Turno para infracciones por videollamada
TR01CUX10 Apertura;Trámites [TR] / 01. TAD / 10. TR01CUX10 - Copia de Plano; 10. TR01CUX10 - Copia de Plano
SA05CUX01 Centro de jubilados escrito;Salud [SA] / 05. Personas mayores / 01. SA05CUX01 - Personas mayores; 01. SA05CUX01 - Personas mayores
SUA01CUX29 Estado del poste;Solicitudes - Suaci [SUACI] / 01. Espacio público / 29. SUA01CUX29 - Poste en mal estado; 29. SUA01CUX29 - Poste en mal estado
CXF01CUX04 P2 CATs;Customer Experience Feedback [CXF] / 01. Customer Experience Feedback (CXF) / 04. CXF01CUX04 - Feedback Boti CAT; 04. CXF01CUX04 - Feedback Boti CAT
CU10CUX01 Apertura;Cultura [CU] / 10. Casco Histórico / 01. CU10CUX01 - Casco Histórico; 01. CU10CUX01 - Casco Histórico
SUA01CUX07 Imagen - Error de formato, tamaño o peso - Reparación de luminaria;Solicitudes - Suaci [SUACI] / 01. Espacio público / 07. SUA01CUX07 - Reparación de luminaria / Errores | Reparación de luminaria; Errores | Reparación de luminaria
SA17CUX01 No;Salud [SA] / 17. Turnos abiertos; 17. Turnos abiertos
Busca donde está permitido estacionar con dirección incluída en mensaje;Movilidad [MO] / 04. Transporte / 07. MO04CUX07 - Permitido estacionar; 07. MO04CUX07 - Permitido estacionar
TR04CUX23 Licencias BUI;Trámites [TR] / 04. Estáticos Varios / 23. TR04CUX23 - Boleta BUI; 23. TR04CUX23 - Boleta BUI
AGC01CUX02 Libro Digital;AGC [AGC] / 01. Habilitaciones e Inspecciones / 02. AGC01CUX02 - Inspecciones; 02. AGC01CUX02 - Inspecciones
MO05CUX10 Cómo es el trámite ;Movilidad [MO] / 05. Licencias / 10. MO05CUX10 Duplicado de licencia; 10. MO05CUX10 Duplicado de licencia
SUA01CUX08 Solicitud exitosa;Solicitudes - Suaci [SUACI] / 01. Espacio público / 08. SUA01CUX08 - Mejora de Barrido; 08. SUA01CUX08 - Mejora de Barrido
GE01CAT01 Derivación;Derivaciones [DER] / Derivación / Violencia contra la mujer; Violencia contra la mujer
Código postal - No pudo encontrarlo por ubicación;Ciudad [CIU] / 05. Sobre la Ciudad / 05. CIU05CUX05 Buscar Código Postal; 05. CIU05CUX05 Buscar Código Postal
MO09CUX04 Nuevo parque;Movilidad [MO] / 09. Obras / 04. MO09CUX04 - Autopista Dellepiane; 04. MO09CUX04 - Autopista Dellepiane
TUR01CUX09 Pedido de nombre – menor de edad;Turnos [TUR] / 01. SIGECI / 09. TUR01CUX09 Turno para cambio de domicilio; 09. TUR01CUX09 Turno para cambio de domicilio
TR02CUX06 Qué necesito;Trámites [TR] / 02. Integraciones STD / 06. TR02CUX06 - Presentación de Certificados Escolares para Estudiar es Trabajar - ; 06. TR02CUX06 - Presentación de Certificados Escolares para Estudiar es Trabajar - 
​​DH05CUX01 Más teléfonos​ ;Desarrollo humano [DH] / 05. Adicciones / 01. DH05CUX01 - Adicciones; 01. DH05CUX01 - Adicciones
SUA01CUX17 Pregunta 2;Solicitudes - Suaci [SUACI] / 01. Espacio público / 17. SUA01CUX17 - Pintura sobre Graffiti; 17. SUA01CUX17 - Pintura sobre Graffiti
DH01CAT02 Usuario no responde pregunta;Derivaciones [DER] / Derivación / Derivacion a agente de 108; Derivacion a agente de 108
BOT01CUX01 ¿Quien sos?;Boti [BOT] / 01. Perfil / 01. BOT01CUX01 - Personalidad; 01. BOT01CUX01 - Personalidad
CU01CUX02 Torre Monumental;Cultura [CU] / 01. Museos / 02. CU01CUX02 - Museos; 02. CU01CUX02 - Museos
MO10CUX01 Apertura;Movilidad [MO] / 10. Metrobus / 01. MO10CUX01 - Superapertura Metrobus; 01. MO10CUX01 - Superapertura Metrobus
CU06CUX03 Qué necesito;Cultura [CU] / 06. Diversidad 🏳️‍🌈 / 03. CU06CUX03 - Identidad de género 🏳️‍⚧️; 03. CU06CUX03 - Identidad de género 🏳️‍⚧️
TR03CUX17 Solicitud al Departamento de Legales de Licencias;Trámites [TR] / 03. Match directo / 17. TR03CUX17 - Desarrollo urbano y transporte - Transporte; 17. TR03CUX17 - Desarrollo urbano y transporte - Transporte
VI01CUX06 Cómo me postulo;Vivienda [VI] / 01. Instituto de la Vivienda (IVC) / 06. VI01CUX06 Refacción + Fácil; 06. VI01CUX06 Refacción + Fácil
EDU01CUX04 Documentación;Educación [EDU] / 01. Becas / 04. EDU01CUX04 - Becas alimentarias; 04. EDU01CUX04 - Becas alimentarias
SUA01CUX21 Hay solicitudes previas;Solicitudes - Suaci [SUACI] / 01. Espacio público / 21. SUA01CUX21 Reubicación de contenedores; 21. SUA01CUX21 Reubicación de contenedores
SA16CUX02 Dosis de refuerzo;Salud [SA] / 16. Prevención en salud / 2. SA16CUX02 - Sarampión; 2. SA16CUX02 - Sarampión
TR01CUX01 Cómo hago el trámite;Trámites [TR] / 01. TAD / 01. TR01CUX01 - GESTIÓN PRIVADA – CERT. DOCUMENTACIÓN DOCENTES; 01. TR01CUX01 - GESTIÓN PRIVADA – CERT. DOCUMENTACIÓN DOCENTES
AGC01CUX01 Sacar constancia;AGC [AGC] / 01. Habilitaciones e Inspecciones / 01. AGC01CUX01 - Habilitaciones; 01. AGC01CUX01 - Habilitaciones
DH11CUX03 Repaso MTV2;Desarrollo humano [DH] / 11. Inclusión financiera / 03. DH11CUX03 Curso virtual de Identidad de Marca; 03. DH11CUX03 Curso virtual de Identidad de Marca
BOT02CUX05 Apertura FTU;Boti [BOT] / 02. Cumpleaños / 05. BOT02CUX05 - Botigrama; 05. BOT02CUX05 - Botigrama
GE01CUX02 Cómo funcionan los CIM;Género [GE] / 01. Violencias / 02. GE01CUX02 - Violencia contra la mujer; 02. GE01CUX02 - Violencia contra la mujer
BOT02CUX08 Pregunta 2 Nivel 2;Boti [BOT] / 02. Cumpleaños / 08. BOT02CUX08 - Turisteando; 08. BOT02CUX08 - Turisteando
EDU05CUX06 Danza;Educación [EDU] / 05. Educación Superior / 06. EDU05CUX06 - Profesorados; 06. EDU05CUX06 - Profesorados
DH11CUX08 Video 3 Pregunta 3;Desarrollo humano [DH] / 11. Inclusión financiera / 08. DH11CUX08 - Compras con impacto; 08. DH11CUX08 - Compras con impacto
CU01CUX08 Querubines;Cultura [CU] / 01. Museos / 08. CU01CUX08 - BAM Fan de la Cultura; 08. CU01CUX08 - BAM Fan de la Cultura
BOT02CUX04 Cabras Cadabras - Pista Palacio Barolo;Boti [BOT] / 02. Cumpleaños / 04. BOT02CUX04 - Perdidos en BA; 04. BOT02CUX04 - Perdidos en BA
DDHH03CUX02 Apertura corta;Derechos Humanos [DDHH] / 03. Niños: Derechos y Defensorías / 02. DDHH03CUX02 - Adopción GCBA; 02. DDHH03CUX02 - Adopción GCBA
NI01CUX09 Encuentro con el pato;Niñez [NI] / 01. Boticuentos / 09. NI01CUX09 - El fantasma del Anfiteatro; 09. NI01CUX09 - El fantasma del Anfiteatro
AG01CUX01 Exenciones de jubilados, pensionados y personas con discapacidad;AGIP [AG] / 01. Sobre AGIP / 01. AG01CUX01 - AGIP; 01. AG01CUX01 - AGIP
TR03CUX26 Apertura | Compras y Contrataciones - Actualización de datos de proveedores inscriptos (5 trámites juntos);Trámites [TR] / 03. Match directo / 26. TR03CUX26 - Ministerio de Economía y Finanzas; 26. TR03CUX26 - Ministerio de Economía y Finanzas
DH11CUX07 Apertura QR;Desarrollo humano [DH] / 11. Inclusión financiera / 07. DH11CUX07 - Geolocalizacion virtual; 07. DH11CUX07 - Geolocalizacion virtual
CIU05CUX03 Cómo viajo Almagro;Ciudad [CIU] / 05. Sobre la Ciudad / 03. CIU05CUX03 - Barrios de la Ciudad / 11. CIU05CUX03 - Almagro; 11. CIU05CUX03 - Almagro
TUR01CUX08 Apertura;Turnos [TUR] / 01. SIGECI / 08. TUR01CUX08 - Turno para pasaporte; 08. TUR01CUX08 - Turno para pasaporte
TR02CUX08 DDJJ Acepta;Trámites [TR] / 02. Integraciones STD / 08. TR02CUX08 - Trámite de renovación de licencia de conducir; 08. TR02CUX08 - Trámite de renovación de licencia de conducir
SA10CUX02 Buscar CeSAC;Salud [SA] / 10. Centros de salud / 02. SA10CUX02 - CeSACs + Buscador + Chequeo de padrón; 02. SA10CUX02 - CeSACs + Buscador + Chequeo de padrón
SUA01CUX07 Pedir reparación - Reparación de luminaria;Solicitudes - Suaci [SUACI] / 01. Espacio público / 07. SUA01CUX07 - Reparación de luminaria; 07. SUA01CUX07 - Reparación de luminaria
Buscar Inspección por domicilio;Trámites [TR] / 06. Inspecciones programadas / 01. TR06CUX01 - Inspecciones programadas; 01. TR06CUX01 - Inspecciones programadas
CU04CUX60 Apertura;"Cultura [CU] / 04. Festivales y ""Día de -Noche de"" / 60. CU04CUX60 - 90 años del Obelisco"; 60. CU04CUX60 - 90 años del Obelisco
SA16CUX02 Apertura;Salud [SA] / 16. Prevención en salud / 2. SA16CUX02 - Sarampión; 2. SA16CUX02 - Sarampión
INN10CUX02 Apertura por disparador literal;Innovación [INN] / 10. Boti LLM / 02. INN10CUX02 - Experiencia trámites PI; 02. INN10CUX02 - Experiencia trámites PI
CIU02CUX01 Islas Digitales;Ciudad [CIU] / 02. Comunas de la ciudad / 01. CIU02CUX01 - Comunas de la Ciudad; 01. CIU02CUX01 - Comunas de la Ciudad
Más información | Certificado de residencia precaria ;Trámites [TR] / 04. Estáticos Varios / 15. TR04CUX15 - Certificado de residencia precaria; 15. TR04CUX15 - Certificado de residencia precaria
DE00CUX03 Cómo me inscribo (escuela);Deportes [DE] / 00. Deporte Adaptado; 00. Deporte Adaptado
BOT02CUX04 MIJU;Boti [BOT] / 02. Cumpleaños / 04. BOT02CUX04 - Perdidos en BA; 04. BOT02CUX04 - Perdidos en BA
TUR01CUX11 Pedido de dirección;Turnos [TUR] / 01. SIGECI / 11. TUR01CUX11 - Turno para práctica de auto en pista; 11. TUR01CUX11 - Turno para práctica de auto en pista
DDHH03CUX09 Apertura;Derechos Humanos [DDHH] / 03. Niños: Derechos y Defensorías / 09. DDHH03CUX09 - Programa Abrazar; 09. DDHH03CUX09 - Programa Abrazar
DEC02CUX02 Qué zona es;Desarrollo Económico [DEC] / 02. Distritos Económicos / 02. DEC02CUX02 - Plan de Transformación del Microcentro 🚀; 02. DEC02CUX02 - Plan de Transformación del Microcentro 🚀
VI01CUX03 Cómo es el trámite;Trámites [TR] / 02. Integraciones STD / 03. TR02CUX03 VI01CUX03 - Copia de escritura; 03. TR02CUX03 VI01CUX03 - Copia de escritura
OB05CUX02 Guía de trámites;Obras [OBR] / 05. DGROC / 02. OB05CUX02 -Super Apertura Obras - DGROC  ; 02. OB05CUX02 -Super Apertura Obras - DGROC  
TUR01CUX01 Rechaza verificación;Turnos [TUR] / 01. SIGECI / 01. TUR01CUX01 - Turno Nuevo ejemplar DNI; 01. TUR01CUX01 - Turno Nuevo ejemplar DNI
CU01CUX15 Atlas;Cultura [CU] / 01. Museos / 15. CU01CUX15 - MIJU experiencia interactiva; 15. CU01CUX15 - MIJU experiencia interactiva
SIGEHOS >  1er. TO - Espera;Derivaciones [DER] / Derivación / Derivación a agente de SIGEHOS; Derivación a agente de SIGEHOS
TU03CUX16  Apertura;Turismo [TU] / 03. Lugares emblemáticos / 17. TU03CUX17 - Caminito; 17. TU03CUX17 - Caminito
CU01CUX06 Tesoro por tesoro;Cultura [CU] / 01. Museos / 06. CU01CUX06 - Buenos Aires Museo; 06. CU01CUX06 - Buenos Aires Museo
"Flow fulfilled of ""Actualizacion de BD""";;
SUA01CUX25 Cambiar dirección;Solicitudes - Suaci [SUACI] / 01. Espacio público / 25. SUA01CUX25 - Reparación de contenedores; 25. SUA01CUX25 - Reparación de contenedores
01. CIU02CUX01 - Comunas de la Ciudad;Ciudad [CIU] / 02. Comunas de la ciudad / 01. CIU02CUX01 - Comunas de la Ciudad; 01. CIU02CUX01 - Comunas de la Ciudad
DH11CUX07 Introducción;Desarrollo humano [DH] / 11. Inclusión financiera / 07. DH11CUX07 - Geolocalizacion virtual; 07. DH11CUX07 - Geolocalizacion virtual
CU10CUX01 Audioguías;Cultura [CU] / 10. Casco Histórico / 01. CU10CUX01 - Casco Histórico; 01. CU10CUX01 - Casco Histórico
DE05CUX04 Sobre el autódromo;Deportes [DE] / 5. Clases al aire libre / 04. DE05CUX04 - Autódromo; 04. DE05CUX04 - Autódromo
Test Leo 2;Test;Test
DH11CUX08 Silencio user video 4;Desarrollo humano [DH] / 11. Inclusión financiera / 08. DH11CUX08 - Compras con impacto; 08. DH11CUX08 - Compras con impacto
CIU05CUX08 Barrio Inglés;Ciudad [CIU] / 05. Sobre la Ciudad / 08- CIU05CUX08 - Sitios históricos / CIU05CUX08 - Caballito; CIU05CUX08 - Caballito
EP04CUX01 Secos;Espacio Público [EP] / 04. Ecopuntos / 04. EP04CUX01 - Ecopuntos; 04. EP04CUX01 - Ecopuntos
TUR01CUX06 Seleccionar hora;Turnos [TUR] / 01. SIGECI / 06. TUR01CUX06 - Turnera vacunación COVID; 06. TUR01CUX06 - Turnera vacunación COVID
DH01CUX03 Pedido de datos - Nombre del dueño;Desarrollo humano [DH] / 01. Atención social / 02. TR02CUX02 - Rendición de Subsidio Habitacional 690; 02. TR02CUX02 - Rendición de Subsidio Habitacional 690
SE05CUX01 Apertura;Seguridad [SE] / 05. Denuncias / 01. SE05CUX01  - SuperApertura Denuncias; 01. SE05CUX01  - SuperApertura Denuncias
AM04CUX01 Apertura;Ambiente [AM] / 04. Reservas y espacios / 01. AM04CUX01 - Ecoparque; 01. AM04CUX01 - Ecoparque
TR04CUX41 Mi argentina;Trámites [TR] / 04. Estáticos Varios / 41. TR04CUX41 - Trámites Nación; 41. TR04CUX41 - Trámites Nación
IN01CUX01 Agente Mulesoft bucle;Infracciones [IN] / 01. IN01CUX01 - Infracciones; 01. IN01CUX01 - Infracciones
SA06CUX02 Mensaje de error general;Salud [SA] / 06. Gestor de encuentros / 02. SA06CUX02 - pushes; 02. SA06CUX02 - pushes
SUA01CUX36 Reparación de semaforo;Solicitudes - Suaci [SUACI] / 01. Espacio público / 36. SUA01CUX36 Reparación de semáforo; 36. SUA01CUX36 Reparación de semáforo
TR05CUX03 ID de respuesta 7;Trámites [TR] / 05. Estado de trámites / 3. TR05CUX03 Consulta de destado de Ciudadanía Porteña; 3. TR05CUX03 Consulta de destado de Ciudadanía Porteña
INN10CUX09 Apertura;Innovación [INN] / 10. Boti LLM / 09. INN10CUX09 - Experiencia accesibilidad PI; 09. INN10CUX09 - Experiencia accesibilidad PI
 DH08CUX02 Módulo 3;Desarrollo humano [DH] / 08.Educación financiera / 02. DH08CUX02 Curso virtual de Educación Financiera; 02. DH08CUX02 Curso virtual de Educación Financiera
EDU05CUX03 Energía y construcción;Educación [EDU] / 05. Educación Superior / 03. EDU05CUX03 - Tecnicaturas; 03. EDU05CUX03 - Tecnicaturas
EDU04CUX22 Jardines de infantes;Educación [EDU] / 04. Educación Escolar / 22. EDU04CUX22 - Jardines de infantes  ; 22. EDU04CUX22 - Jardines de infantes  
TR03CUX28 CUIT;Trámites [TR] / 03. Match directo / 28. TR03CUX28 - Nación; 28. TR03CUX28 - Nación
AM04CUX01 Cómo llego;Ambiente [AM] / 04. Reservas y espacios / 01. AM04CUX01 - Ecoparque; 01. AM04CUX01 - Ecoparque
DH03CUX02 Mental;Desarrollo humano [DH] / 03. Accesibilidad / 02. DH03CUX02 CUD; 02. DH03CUX02 CUD
DH01CAT02 Espera 1;Derivaciones [DER] / Derivación / Derivacion a agente de 108; Derivacion a agente de 108
EDU09CUX01 Lugares para visitar > Visitas escolares;Educación [EDU] / 09. Educación ambiental / 01. EDU09CUX01 - Educación ambiental; 01. EDU09CUX01 - Educación ambiental
DH11CUX08 Repaso video 3;Desarrollo humano [DH] / 11. Inclusión financiera / 08. DH11CUX08 - Compras con impacto; 08. DH11CUX08 - Compras con impacto
MO03CUX01 Acoso en el subte;Movilidad [MO] / 03. Subte y Tren / 01. MO03CUX01 - Subte Estático; 01. MO03CUX01 - Subte Estático
BX01CUX01 Perfil;BAX [BX] / 01. Onboarding BAX / BX01CUX01 Cómo usar BAX; BX01CUX01 Cómo usar BAX
NI02CUX01 Superapertura corta;Niñez [NI] / 02. SAP NIÑEZ / 01. NI02CUX01 SAP de Niñez y Adolescencia; 01. NI02CUX01 SAP de Niñez y Adolescencia
TR03CUX12 Trámites por fallecimiento;Trámites [TR] / 03. Match directo / 12. TR03CUX12 - Cementerios; 12. TR03CUX12 - Cementerios
MO06CUX02 Necesito ayuda;Movilidad [MO] / 06. Bicicletas / 02. MO06CUX02 - Ecobici; 02. MO06CUX02 - Ecobici
TR01CUX06 Cómo hago el trámite;Trámites [TR] / 01. TAD / 06. TR01CUX06 - Adecuación Provisoria Redeterminación de Precios; 06. TR01CUX06 - Adecuación Provisoria Redeterminación de Precios
MO06CUX02 Presencial;Movilidad [MO] / 06. Bicicletas / 02. MO06CUX02 - Ecobici; 02. MO06CUX02 - Ecobici
​​DH02CUX01 FONDES​;Desarrollo humano [DH] / 02. Economía popular / 01. DH02CUX01 - RUPEPYS; 01. DH02CUX01 - RUPEPYS
DH01CUX04 No me sirvieron;Desarrollo humano [DH] / 01. Atención social / 04. DH01CUX04  - Encuesta Subsidio Habitacional 690; 04. DH01CUX04  - Encuesta Subsidio Habitacional 690
NI01CUX01 Superapertura Boticlásicos;Niñez [NI];Niñez [NI]
SUA01CUX31 Cambiar dirección;Solicitudes - Suaci [SUACI] / 01. Espacio público / 31. SUA01CUX31 Obra sin permiso o cartel reglamentario; 31. SUA01CUX31 Obra sin permiso o cartel reglamentario
TR03CUX30 Registro de organizaciones de Acción Comunitaria;Trámites [TR] / 03. Match directo / 30. TR03CUX30 - Subsecretaría de Atención y Gestión Ciudadana; 30. TR03CUX30 - Subsecretaría de Atención y Gestión Ciudadana
BOT06CUX01 Respuesta correcta 10;Boti [BOT] / 06. Diversión / 01. BOT06CUX01 - Divertite con Boti; 01. BOT06CUX01 - Divertite con Boti
SE02CUX01 Dónde denunciar;Seguridad [SE] / 02. Ciberseguridad / 01. SE02CUX01 - Ciberestafas; 01. SE02CUX01 - Ciberestafas
