Name;Topic path;Topic
TR03CUX03 Apertura;Trámites [TR] / 03. Match directo / 03. TR03CUX03 - Cultura; 03. TR03CUX03 - Cultura
TU01CAT01 Confirmación de datos;Derivaciones [DER] / Derivación / Derivación a agente de Turismo; Derivación a agente de Turismo
MO05CUX10 DDJJ No acepta - confirmación ;Movilidad [MO] / 05. Licencias / 10. MO05CUX10 Duplicado de licencia; 10. MO05CUX10 Duplicado de licencia
CIU05CUX03 Cómo viajar CAT Buquebus;Ciudad [CIU] / 05. Sobre la Ciudad / 03. CIU05CUX03 - Barrios de la Ciudad / 04. CIU05CUX03 - Activación CAT Puerto Madero; 04. CIU05CUX03 - Activación CAT Puerto Madero
miBA01CUX02 Solicitud exitosa;miBA [MIBA] / 01. Cuenta miBA / 02. MIBA01CUX02 - Blanqueo miBA; 02. MIBA01CUX02 - Blanqueo miBA
Cómo es el trámite;Trámites [TR] / 04. Estáticos Varios / 37. TR04CUX37 - Rúbrica laboral; 37. TR04CUX37 - Rúbrica laboral
DH09CUX01 Espacios de juegos;Desarrollo humano [DH] / 09. Niñes / 01. DH09CUX01 - Desarrollo infantil; 01. DH09CUX01 - Desarrollo infantil
 TR01CUX21 Habilitaciones;Trámites [TR] / 01. TAD / 21. TR01CUX21 |Apertura TAD; 21. TR01CUX21 |Apertura TAD
SE01CUX01 Proceso de Selección ;Seguridad [SE] / 01. Servicios (Policia, bomberos...) / 01. SE01CUX01 - Convocatoria de bomberos; 01. SE01CUX01 - Convocatoria de bomberos
CIU05CUX03 Cómo viajo Devoto;Ciudad [CIU] / 05. Sobre la Ciudad / 03. CIU05CUX03 - Barrios de la Ciudad / 13. CIU05CUX03 - Villa Devoto; 13. CIU05CUX03 - Villa Devoto
EP04CUX01 Apertura web;Espacio Público [EP] / 04. Ecopuntos / 04. EP04CUX01 - Ecopuntos; 04. EP04CUX01 - Ecopuntos
AC04CAT01 Despedida sin atención;Derivaciones [DER] / Derivación / Derivación a agente de 147; Derivación a agente de 147
EDU05CUX05 Francés;Educación [EDU] / 05. Educación Superior / 05. EDU05CUX05 - Traductorados; 05. EDU05CUX05 - Traductorados
TR03CUX03 Inscripción al Registro de Grupos de Músicos Estables;Trámites [TR] / 03. Match directo / 03. TR03CUX03 - Cultura; 03. TR03CUX03 - Cultura
TR03CUX20 Permiso de uso precario en centros de abastecimientos municipales;Trámites [TR] / 03. Match directo / 20. TR03CUX20 - Dirección general de ferias; 20. TR03CUX20 - Dirección general de ferias
BX01CUX01 Controles de voz ;BAX [BX] / 01. Onboarding BAX / BX01CUX01 Cómo usar BAX; BX01CUX01 Cómo usar BAX
SA05CAT01 Sí dale 5 min;Derivaciones [DER] / Derivación / Derivación a agente de Adultos Mayores; Derivación a agente de Adultos Mayores
CU01CUX06 búsqueda Galería;Cultura [CU] / 01. Museos / 06. CU01CUX06 - Buenos Aires Museo; 06. CU01CUX06 - Buenos Aires Museo
SE02CAT01 Datos de contacto - Mail;Derivaciones [DER] / Derivación / Deriva a agente de Ciberseguridad; Deriva a agente de Ciberseguridad
SUA01CUX12 Hay solicitudes existentes;Solicitudes - Suaci [SUACI] / 01. Espacio público / 12. SUA01CUX12 - Irregularidades en marquesinas, toldos o anuncios; 12. SUA01CUX12 - Irregularidades en marquesinas, toldos o anuncios
SUA01CUX20 Pregunta pasillo;Solicitudes - Suaci [SUACI] / 01. Espacio público / 20. SUA01CUX20 Electricidad y agua; 20. SUA01CUX20 Electricidad y agua
EP03CUX01 Beneficios ;Espacio Público [EP] / 03. Arbolado / 01. EP03CUX01 - Arbolado; 01. EP03CUX01 - Arbolado
CU01CUX10 Calle corrientes;Cultura [CU] / 01. Museos / 10. CU01CUX10 - BAM De paseo; 10. CU01CUX10 - BAM De paseo
Cola de Atención: Adultos Mayores > Agentes Humanos;Z. Apagados, reciclables ♻️ / z. Personas mayores - Viejos; z. Personas mayores - Viejos
Agentes humanos (Apertura) > Es por otro tema (Response) > Chatear con alguien * Response;Derivaciones [DER] / Operador; Operador
SUA01CUX23 Apertura desratización;Solicitudes - Suaci [SUACI] / 01. Espacio público / 23. SUA01CUX23 Desinfección vía publica; 23. SUA01CUX23 Desinfección vía publica
DH11CUX03 Mensaje final MTV5;Desarrollo humano [DH] / 11. Inclusión financiera / 03. DH11CUX03 Curso virtual de Identidad de Marca; 03. DH11CUX03 Curso virtual de Identidad de Marca
GA03CUX10 Apertura;Gastronomía [GA] / 03. Eventos y festivales / 10. GA03CUX10 - Comunidad MAPPA; 10. GA03CUX10 - Comunidad MAPPA
SUA01CUX07 Resolver Ubicación Domicilio - Reparación de luminaria;Solicitudes - Suaci [SUACI] / 01. Espacio público / 07. SUA01CUX07 - Reparación de luminaria; 07. SUA01CUX07 - Reparación de luminaria
MO08CUX03 Sacar mi TelePASE;Movilidad [MO] / 08. Trámites varios / 03. MO08CUX03 - AUSA - Sacar TelePASE; 03. MO08CUX03 - AUSA - Sacar TelePASE
CU04CUX40 Apertura post evento;"Cultura [CU] / 04. Festivales y ""Día de -Noche de"" / 40. CU04CUX40 - Bs. As. está de Moda"; 40. CU04CUX40 - Bs. As. está de Moda
MO04CUX05 Apertura corta;Movilidad [MO] / 04. Transporte / 05. MO04CUX05 - SUBE; 05. MO04CUX05 - SUBE
TR04CUX23 Cómo es la BUI;Trámites [TR] / 04. Estáticos Varios / 23. TR04CUX23 - Boleta BUI; 23. TR04CUX23 - Boleta BUI
CIU06CUX03 Apertura de Contingencia;Ciudad [CIU] / 06. Trabajo en GCBA / 03. CIU06CUX03 Equipo BA; 03. CIU06CUX03 Equipo BA
AG01CUX01 Cambiar domicilio;AGIP [AG] / 01. Sobre AGIP / 01. AG01CUX01 - AGIP; 01. AG01CUX01 - AGIP
BOT02CUX11 Apertura;Boti [BOT] / 02. Cumpleaños / 11. BOT02CUX11 - Trivia 2025; 11. BOT02CUX11 - Trivia 2025
AM04CUX06 Apertura;Ambiente [AM] / 04. Reservas y espacios / 06. AM04CUX06 - Reserva Ecológica Ciudad Universitaria Costanera Norte; 06. AM04CUX06 - Reserva Ecológica Ciudad Universitaria Costanera Norte
CO12CUX02 Temporal en BA;Coyuntura [CO] / 12. Contingencias en la Ciudad / 02. CO12CUX02 Temporal en BA; 02. CO12CUX02 Temporal en BA
TUR01CUX15 Acompañante;Turnos [TUR] / 01. SIGECI / 15. TUR01CUX15 Turnera Orquesta Filarmónica ; 15. TUR01CUX15 Turnera Orquesta Filarmónica 
OB05CUX01 Otro estado - 6A;Obras [OBR] / 05. DGROC / 01. OB05CUX01 - Consulta DGROC; 01. OB05CUX01 - Consulta DGROC
TUR01CUX01 Elegir fecha > No sirve > Validación;Turnos [TUR] / 01. SIGECI / 01. TUR01CUX01 - Turno Nuevo ejemplar DNI; 01. TUR01CUX01 - Turno Nuevo ejemplar DNI
CU10CUX02 La Jirafa > Contame más;Cultura [CU] / 10. Casco Histórico / 02. CU10CUX02 - Paseo de la historieta; 02. CU10CUX02 - Paseo de la historieta
CXF01CUX04 Muy inconforme CATs;Customer Experience Feedback [CXF] / 01. Customer Experience Feedback (CXF) / 04. CXF01CUX04 - Feedback Boti CAT; 04. CXF01CUX04 - Feedback Boti CAT
VI01CUX05 De qué se trata;Vivienda [VI] / 01. Instituto de la Vivienda (IVC) / 05. VI01CUX05 Programa Ley 624; 05. VI01CUX05 Programa Ley 624
 DH11CUX03 MTV1;Desarrollo humano [DH] / 11. Inclusión financiera / 03. DH11CUX03 Curso virtual de Identidad de Marca; 03. DH11CUX03 Curso virtual de Identidad de Marca
MO06CUX03 Necesito ayuda;Movilidad [MO] / 06. Bicicletas / 03.MO06CUX03 - Pedaleá con Boti; 03.MO06CUX03 - Pedaleá con Boti
TR03CUX08 Obras;Trámites [TR] / 03. Match directo / 08. TR03CUX08 - AGC; 08. TR03CUX08 - AGC
COY08CUX01 Obras finalizadas;Coyuntura [CO] / 08. Obras / 01. COY08CUX01 Obras en la ciudad; 01. COY08CUX01 Obras en la ciudad
VI01CUX01 Medios de pago IVC;Vivienda [VI] / 01. Instituto de la Vivienda (IVC) / 01. VI01CUX01 Programa Viviendas IVC; 01. VI01CUX01 Programa Viviendas IVC
TR04CUX23 Exentos de pago BUI;Trámites [TR] / 04. Estáticos Varios / 23. TR04CUX23 - Boleta BUI; 23. TR04CUX23 - Boleta BUI
TR01CUX21 Subir documentación;Trámites [TR] / 01. TAD / 21. TR01CUX21 |Apertura TAD; 21. TR01CUX21 |Apertura TAD
TR03CUX09 Registro de generadores de contaminantes atmosféricos provenientes de fuentes fijas (REF);Trámites [TR] / 03. Match directo / 09. TR03CUX09 - Ambiente y EP; 09. TR03CUX09 - Ambiente y EP
SUA01CUX19 Tipo de pozo;Solicitudes - Suaci [SUACI] / 01. Espacio público / 19. SUA01CUX19  - Desagote pozo ciego; 19. SUA01CUX19  - Desagote pozo ciego
AG01CUX01 Impuesto al Sello: Baja débito automático;AGIP [AG] / 01. Sobre AGIP / 01. AG01CUX01 - AGIP; 01. AG01CUX01 - AGIP
MO06CUX01 Ciclovías;Movilidad [MO] / 06. Bicicletas / 01. MO06CUX01 - Bicicletas / MO06CUX01 - Ciclovías; MO06CUX01 - Ciclovías
TUR01CUX01 Por fecha > No sirve > Validación;Turnos [TUR] / 01. SIGECI / 01. TUR01CUX01 - Turno Nuevo ejemplar DNI; 01. TUR01CUX01 - Turno Nuevo ejemplar DNI
CXF01CUX03 No avisos Pushes;Customer Experience Feedback [CXF] / 01. Customer Experience Feedback (CXF) / 03. CXF01CUX03 - Feedback Boti Pushes; 03. CXF01CUX03 - Feedback Boti Pushes
EDU05CUX06 Educación artística;Educación [EDU] / 05. Educación Superior / 06. EDU05CUX06 - Profesorados; 06. EDU05CUX06 - Profesorados
TU01CAT01 Espera 10 min Inglés;Derivaciones [DER] / Derivación / Derivación a agente de Turismo; Derivación a agente de Turismo
SUA01CUX01 Reforzar denuncia;Solicitudes - Suaci [SUACI] / 01. Espacio público / 01. SUA01CUX01 - Criadero de mosquitos ; 01. SUA01CUX01 - Criadero de mosquitos 
CIU05CUX07 Biblioteca Mafalda;Ciudad [CIU] / 05. Sobre la Ciudad / 07. CIU05CUX07 - Barrio Mugica; 07. CIU05CUX07 - Barrio Mugica
CU09CUX03 Dónde queda;Cultura [CU] / 09. Centros y edificios culturales / 03. CU09CUX03 - Palacio Barolo; 03. CU09CUX03 - Palacio Barolo
DEC02CUX02 Para las inversiones;Desarrollo Económico [DEC] / 02. Distritos Económicos / 02. DEC02CUX02 - Plan de Transformación del Microcentro 🚀; 02. DEC02CUX02 - Plan de Transformación del Microcentro 🚀
MO05CUX09 Empezar trámite;Movilidad [MO] / 05. Licencias / 09. MO05CUX09 - Renovación por cambio de jurisdicción; 09. MO05CUX09 - Renovación por cambio de jurisdicción
Invocar servicio de búsqueda de permitido estacionar;Movilidad [MO] / 04. Transporte / 07. MO04CUX07 - Permitido estacionar; 07. MO04CUX07 - Permitido estacionar
miBA | Ingresar a miBA A-B test;miBA [MIBA] / 01. Cuenta miBA / 05. MIBA01CUX05 - miBA Login; 05. MIBA01CUX05 - miBA Login
EP02CUX02 Contenedores;Espacio Público [EP] / 02. Higiene / 02. EP02CUX2 - Higiene Urbana; 02. EP02CUX2 - Higiene Urbana
SUA01CUX24 Confirmar dirección;Solicitudes - Suaci [SUACI] / 01. Espacio público / 24. SUA01CUX24 Residuos fuera del contenedor; 24. SUA01CUX24 Residuos fuera del contenedor
CIU05CUX03 Villa Devoto;Ciudad [CIU] / 05. Sobre la Ciudad / 03. CIU05CUX03 - Barrios de la Ciudad; 03. CIU05CUX03 - Barrios de la Ciudad
CXF01CUX02 P4 Estáticos;Customer Experience Feedback [CXF] / 01. Customer Experience Feedback (CXF) / 02. CXF01CUX02 - Feedback Boti Estáticos; 02. CXF01CUX02 - Feedback Boti Estáticos
Paginado | Estado de Trámites;Solicitudes - Suaci [SUACI] / 02. Consulta de estado / 01. SUA02CUX01 - Estado de trámites y solicitudes; 01. SUA02CUX01 - Estado de trámites y solicitudes
MA01CUX01 Castración;Mascotas [MA] / 01. Mascotas / 01. MA01CUX01 - Mascotas; 01. MA01CUX01 - Mascotas
TUR01CUX02 Por fecha;Turnos [TUR] / 01. SIGECI / 02. TUR01CUX02 - Turno para Validación Presencial; 02. TUR01CUX02 - Turno para Validación Presencial
GE02CUX02 Historia del 8M;Género [GE] / 02. 8M / 02. GE02CUX02 - Historia del 8M; 02. GE02CUX02 - Historia del 8M
INN08CUX01 Suscripción a Educación DEMO;Innovación [INN] / 08. Botificador / 01. INN08CUX01 - Demo subtopicos; 01. INN08CUX01 - Demo subtopicos
SA17CUX01 Franja horaria según lugar y fecha;Salud [SA] / 17. Turnos abiertos; 17. Turnos abiertos
CU01CUX02 MALBA;Cultura [CU] / 01. Museos / 02. CU01CUX02 - Museos; 02. CU01CUX02 - Museos
TR00CUX02 - Tiene sólo un trámite;Trámites [TR] / 05. Estado de trámites / 1. TR05CUX01 TR00CUX02 - Consulta estado trámite; 1. TR05CUX01 TR00CUX02 - Consulta estado trámite
AG01CUX02 Recategorización;AGIP [AG] / 01. Sobre AGIP / 02. AG01CUX02 - Ingresos Brutos; 02. AG01CUX02 - Ingresos Brutos
DH05CUX01 Hablar con alguien;Desarrollo humano [DH] / 05. Adicciones / 01. DH05CUX01 - Adicciones; 01. DH05CUX01 - Adicciones
MO11CUX01 Trambús;Movilidad [MO] / 11- Colectivos / 01. MO11CUX01 - SAP Colectivos; 01. MO11CUX01 - SAP Colectivos
EDU02CUX010 Cómo anotarme;Educación [EDU] / 02. Cursos y talleres / 10. EDU02CUX10 - Formación profesional; 10. EDU02CUX10 - Formación profesional
miBA - Login para Reparación de luminaria;miBA [MIBA] / 01. Cuenta miBA / 05. MIBA01CUX05 - miBA Login / miBA Login V2; miBA Login V2
TU03CUX09 Qué hay para hacer;Turismo [TU] / 03. Lugares emblemáticos / 09. TU03CUX09 - Planetario; 09. TU03CUX09 - Planetario
EDU05CUX06 Educación física;Educación [EDU] / 05. Educación Superior / 06. EDU05CUX06 - Profesorados; 06. EDU05CUX06 - Profesorados
SA05CUX01 Apertura corta;Salud [SA] / 05. Personas mayores / 01. SA05CUX01 - Personas mayores; 01. SA05CUX01 - Personas mayores
RC01CUX03 Apertura corta;Registro Civil [RC] / 01. Estáticos / 03. RC01CUX03 - Inscripción del Nacimiento; 03. RC01CUX03 - Inscripción del Nacimiento
MA01CUX01 Jornadas de adopción;Mascotas [MA] / 01. Mascotas / 01. MA01CUX01 - Mascotas; 01. MA01CUX01 - Mascotas
SE01CUX06 Segunda validación - Persona física;Seguridad [SE] / 01. Servicios (Policia, bomberos...) / 06. SE01CUX06 - Ministerio Público Fiscal; 06. SE01CUX06 - Ministerio Público Fiscal
SUA01CUX17 Confirmación de correo;Solicitudes - Suaci [SUACI] / 01. Espacio público / 17. SUA01CUX17 - Pintura sobre Graffiti; 17. SUA01CUX17 - Pintura sobre Graffiti
DDHH01CUX01 Apertura;Derechos Humanos [DDHH] / 01. Migrantes / 01. DDHH01CUX01 - Guía Migrante; 01. DDHH01CUX01 - Guía Migrante
SUA01CUX23 No encontró ubicación;Solicitudes - Suaci [SUACI] / 01. Espacio público / 23. SUA01CUX23 Desinfección vía publica; 23. SUA01CUX23 Desinfección vía publica
TU01CAT01 Espera 10 min;Derivaciones [DER] / Derivación / Derivación a agente de Turismo; Derivación a agente de Turismo
TR04CUX20 Actos de corrupción de agentes de la administración;Trámites [TR] / 04. Estáticos Varios / 20. TR04CUX20 - Dirección General de Mesa de Entradas, Salidas y Archivo; 20. TR04CUX20 - Dirección General de Mesa de Entradas, Salidas y Archivo
Webchat Identificar Customer;Utilidades para intenciones;Utilidades para intenciones
CU09CUX03 Apertura;Cultura [CU] / 09. Centros y edificios culturales / 03. CU09CUX03 - Palacio Barolo; 03. CU09CUX03 - Palacio Barolo
SE07CUX01 Mapa del Delito;Seguridad [SE] / 07. Otros / 01. SE07CUX01 - Seguridad varios; 01. SE07CUX01 - Seguridad varios
MO01CAT01 Espera 1;Derivaciones [DER] / Derivación / Derivación a agente de BA Taxi; Derivación a agente de BA Taxi
TR04CUX02 Soy extranjero- Cambio de domicilio;Trámites [TR] / 04. Estáticos Varios / 02. TR04CUX02 - DNI; 02. TR04CUX02 - DNI
TUR01CUX03 Validación turno;Turnos [TUR] / 01. SIGECI / 03. TUR01CUX03 - Identidad de Género; 03. TUR01CUX03 - Identidad de Género
NI02CUX01 Más info;Niñez [NI] / 02. SAP NIÑEZ / 01. NI02CUX01 SAP de Niñez y Adolescencia; 01. NI02CUX01 SAP de Niñez y Adolescencia
SA03CUX01 A los tres meses;Salud [SA] / 03. Vacunación general / 01. SA03CUX01 - Vacunación; 01. SA03CUX01 - Vacunación
Resolver Ubicación Domicilio | Baches;Solicitudes - Suaci [SUACI] / 01. Espacio público / 14. SUA01CUX14 - Reparación de Baches; 14. SUA01CUX14 - Reparación de Baches
CU06CAT01 Continuar esperando;Derivaciones [DER] / Derivación / Deriva a agente de Diversidad; Deriva a agente de Diversidad
DH01CAT03 Pide número de casa;Derivaciones [DER] / Derivación / Derivación a agente de IVC; Derivación a agente de IVC
CU01CUX09 Planta alta;Cultura [CU] / 01. Museos / 09. CU01CUX09- BAM Con amigos y amigas; 09. CU01CUX09- BAM Con amigos y amigas
miBA Login - Desde Cancelar Turnos;miBA [MIBA] / 01. Cuenta miBA / 05. MIBA01CUX05 - miBA Login; 05. MIBA01CUX05 - miBA Login
EP03CUX01  Apertura;Espacio Público [EP] / 03. Arbolado / 01. EP03CUX01 - Arbolado; 01. EP03CUX01 - Arbolado
TR02CUX14 Sí, tengo los datos;Trámites [TR] / 02. Integraciones STD / 14. TR02CUX14 - Solicitud de Partidas; 14. TR02CUX14 - Solicitud de Partidas
miBA01CUX01  Sí, tengo;miBA [MIBA] / 01. Cuenta miBA / 01. MIBA01CUX01 - miBA flujo estático; 01. MIBA01CUX01 - miBA flujo estático
SUA01CUX14 Error - Baches - Nueva solicitud;Solicitudes - Suaci [SUACI] / 01. Espacio público / 14. SUA01CUX14 - Reparación de Baches; 14. SUA01CUX14 - Reparación de Baches
SUA01CUX18 Solicitud exitosa;Solicitudes - Suaci [SUACI] / 01. Espacio público / 18. SUA01CUX18 - Retiro de objetos en desuso; 18. SUA01CUX18 - Retiro de objetos en desuso
TUR01CUX04 Apertura;Turnos [TUR] / 01. SIGECI / 04. TUR01CUX04 - Turno para Unión Civil Convivencial; 04. TUR01CUX04 - Turno para Unión Civil Convivencial
LIC00CUX00  Inhibido > No / Turno > No / Trámite > No / CHV > Sí / Infracciones > Sí;Movilidad [MO] / 05. Licencias / 05. MO05CUX05 LIC00CUX00 Renovación Licencia Experiencia Unificada; 05. MO05CUX05 LIC00CUX00 Renovación Licencia Experiencia Unificada
MO03CUX01 Pases y abonos;Movilidad [MO] / 03. Subte y Tren / 01. MO03CUX01 - Subte Estático; 01. MO03CUX01 - Subte Estático
DH01CUX03 Opinión libre;Desarrollo humano [DH] / 01. Atención social / 03. DH01CUX03 - Encuesta de satisfacción; 03. DH01CUX03 - Encuesta de satisfacción
LIC00CUX01 Nuevo email;Movilidad [MO] / 05. Licencias / 06. MO05CUX06 LIC00CUX01 - Otorgamiento de Licencias Exp unificada; 06. MO05CUX06 LIC00CUX01 - Otorgamiento de Licencias Exp unificada
ED00CUX01 Quiero ser docente;Educación [EDU] / 00. Estructura completa / 01. ED00CUX01  Superapertura + Bifurcadores; 01. ED00CUX01  Superapertura + Bifurcadores
BOT01CUX13 Respuesta a preguntas maliciosas y sensibles;Boti [BOT] / 01. Perfil; 01. Perfil
MO05CUX08 Validar categorías actuales;Movilidad [MO] / 05. Licencias / 08. MO05CUX08 - Ampliación de licencias; 08. MO05CUX08 - Ampliación de licencias
SA17CUX01 Sí - no está en el padrón;Salud [SA] / 17. Turnos abiertos; 17. Turnos abiertos
MO05CUX09 Exentos de pago ;Movilidad [MO] / 05. Licencias / 09. MO05CUX09 - Renovación por cambio de jurisdicción; 09. MO05CUX09 - Renovación por cambio de jurisdicción
TR04CUX02 Qué necesito - Actualización menor;Trámites [TR] / 04. Estáticos Varios / 02. TR04CUX02 - DNI; 02. TR04CUX02 - DNI
BOT02CUX11 Final ganador;Boti [BOT] / 02. Cumpleaños / 11. BOT02CUX11 - Trivia 2025; 11. BOT02CUX11 - Trivia 2025
DH03CUX03 Quiero anotarme;Desarrollo humano [DH] / 03. Accesibilidad / 03. DH03CUX03 - Autismo; 03. DH03CUX03 - Autismo
TR02CUX05 Qué necesito;Trámites [TR] / 02. Integraciones STD / 05. TR02CUX05 - Entrega de Certificados Escolares para Ciudadanía Porteña- ; 05. TR02CUX05 - Entrega de Certificados Escolares para Ciudadanía Porteña- 
DH02CUX01 Apertura;Desarrollo humano [DH] / 02. Economía popular / 01. DH02CUX01 - RUPEPYS; 01. DH02CUX01 - RUPEPYS
EDU04CUX30 Celu en el aula;Educación [EDU] / 04. Educación Escolar / 30. EDU04CUX30 - Uso del celular; 30. EDU04CUX30 - Uso del celular
OB05CUX02 Permisos de obra;Obras [OBR] / 05. DGROC / 02. OB05CUX02 -Super Apertura Obras - DGROC  ; 02. OB05CUX02 -Super Apertura Obras - DGROC  
SE07CUX01 Requisitos policía;Seguridad [SE] / 07. Otros / 01. SE07CUX01 - Seguridad varios; 01. SE07CUX01 - Seguridad varios
SE07CUX01 Patrullaje de motos;Seguridad [SE] / 07. Otros / 01. SE07CUX01 - Seguridad varios; 01. SE07CUX01 - Seguridad varios
CU01CUX02 Ciencias Naturales;Cultura [CU] / 01. Museos / 02. CU01CUX02 - Museos; 02. CU01CUX02 - Museos
Instancia de espera 2 | AGIP;Derivaciones [DER] / Derivación / Derivación a agente de AGIP / Instancias de espera AGIP; Instancias de espera AGIP
TUR00CUX02 Hospitales y CeSAC;Turnos [TUR];Turnos [TUR]
SA01CAT01 Usuario no responde pregunta;Derivaciones [DER] / Derivación / Derivación a agente de SIGEHOS; Derivación a agente de SIGEHOS
RC01CUX03 Cómo lo tramito;Registro Civil [RC] / 01. Estáticos / 03. RC01CUX03 - Inscripción del Nacimiento; 03. RC01CUX03 - Inscripción del Nacimiento
GE03CUX02 Apertura;Género [GE] / 03. Otros / 02. GE03CUX02 - Autonomía económica; 02. GE03CUX02 - Autonomía económica
CU01CUX02 Quinquela Martin;Cultura [CU] / 01. Museos / 02. CU01CUX02 - Museos; 02. CU01CUX02 - Museos
DH11CUX05 Repaso V2;Desarrollo humano [DH] / 11. Inclusión financiera / 05. DH11CUX05 Curso Fotoproducto virtual; 05. DH11CUX05 Curso Fotoproducto virtual
DEC02CUX02 Ya tengo un negocio;Desarrollo Económico [DEC] / 02. Distritos Económicos / 02. DEC02CUX02 - Plan de Transformación del Microcentro 🚀; 02. DEC02CUX02 - Plan de Transformación del Microcentro 🚀
Deficiencias en establecimientos educativos privados;Trámites [TR] / 04. Estáticos Varios / 20. TR04CUX20 - Dirección General de Mesa de Entradas, Salidas y Archivo; 20. TR04CUX20 - Dirección General de Mesa de Entradas, Salidas y Archivo
BOT06CUX01 Adivinanza 6;Boti [BOT] / 06. Diversión / 01. BOT06CUX01 - Divertite con Boti; 01. BOT06CUX01 - Divertite con Boti
TR03CUX08 Registro Público de Lugares Bailables;Trámites [TR] / 03. Match directo / 08. TR03CUX08 - AGC; 08. TR03CUX08 - AGC
SA06CUX01 - Contingencia - Apagado;Salud [SA] / 06. Gestor de encuentros / 01. SA06CUX01 - Mis Profesionales; 01. SA06CUX01 - Mis Profesionales
DH01CUX04 Otra razón - No me sirvieron;Desarrollo humano [DH] / 01. Atención social / 04. DH01CUX04  - Encuesta Subsidio Habitacional 690; 04. DH01CUX04  - Encuesta Subsidio Habitacional 690
Hisopado > Positivo > Cómo sigue mi caso?;Salud [SA] / 02. Test COVID / 04. SA02CUX04 - Hisopado COVID-19 - Consulta y resultado; 04. SA02CUX04 - Hisopado COVID-19 - Consulta y resultado
No Encontró Ubicación | Fachada;Solicitudes - Suaci [SUACI] / 01. Espacio público / 13. SUA01CUX13 - Falta de conservación de fachada; 13. SUA01CUX13 - Falta de conservación de fachada
SUA01CUX03 Cargar foto 2;Solicitudes - Suaci [SUACI] / 01. Espacio público / 03. SUA01CUX03 - Poda de Árboles; 03. SUA01CUX03 - Poda de Árboles
SUA01CUX06 Error reintento solicitud;Solicitudes - Suaci [SUACI] / 01. Espacio público / 06. SUA01CUX06 - Reparación De Vereda  / Errores | Reparación De Veredas; Errores | Reparación De Veredas
SA11CUXO1 Síntomas;Salud [SA] / 11. Dengue / 01. SA11CUX01 - Dengue; 01. SA11CUX01 - Dengue
SA15CUX01 Programas de ayuda;Salud [SA] / 15. Salud mental / 01. SA15CUX01 - Líneas de atención psicológicas; 01. SA15CUX01 - Líneas de atención psicológicas
MO05CUX09 Boleta CENAT;Movilidad [MO] / 05. Licencias / 09. MO05CUX09 - Renovación por cambio de jurisdicción; 09. MO05CUX09 - Renovación por cambio de jurisdicción
CU10CUX02 Esquina Mafalda;Cultura [CU] / 10. Casco Histórico / 02. CU10CUX02 - Paseo de la historieta; 02. CU10CUX02 - Paseo de la historieta
MO08CAT01 Pedido DNI;Derivaciones [DER] / Derivación / Derivación a agente de AUSA; Derivación a agente de AUSA
SUA01CUX11 Error reintento final - Extraccion de arbol;Solicitudes - Suaci [SUACI] / 01. Espacio público / 11. SUA01CUX11 - Extracción de árbol; 11. SUA01CUX11 - Extracción de árbol
BOT06CUX01 Adivinanza 2;Boti [BOT] / 06. Diversión / 01. BOT06CUX01 - Divertite con Boti; 01. BOT06CUX01 - Divertite con Boti
MO05CUX10 Declaración jurada;Movilidad [MO] / 05. Licencias / 10. MO05CUX10 Duplicado de licencia; 10. MO05CUX10 Duplicado de licencia
EDU04CUX19 Tengo una consulta;Educación [EDU] / 04. Educación Escolar / 19. EDU04CUX19 - Minecraft: Escuelas Reinventando Buenos Aires; 19. EDU04CUX19 - Minecraft: Escuelas Reinventando Buenos Aires
Ayudar algo más | Genérico;Utilidades para intenciones / Más utilidades; Más utilidades
SUA01CUX03 Refuerzo exitoso;Solicitudes - Suaci [SUACI] / 01. Espacio público / 03. SUA01CUX03 - Poda de Árboles; 03. SUA01CUX03 - Poda de Árboles
CXF01CUX04 P1 CATs;Customer Experience Feedback [CXF] / 01. Customer Experience Feedback (CXF) / 04. CXF01CUX04 - Feedback Boti CAT; 04. CXF01CUX04 - Feedback Boti CAT
SUA01CUX05 Autos Abandonados - Preguntas refuerzos - WAPP;Solicitudes - Suaci [SUACI] / 01. Espacio público / 05. SUA01CUX05 - Autos abandonados; 05. SUA01CUX05 - Autos abandonados
MO03CUX01 Línea A horarios;Movilidad [MO] / 03. Subte y Tren / 01. MO03CUX01 - Subte Estático; 01. MO03CUX01 - Subte Estático
LIC00CUX01  Elegir tipo de turno;Movilidad [MO] / 05. Licencias / 06. MO05CUX06 LIC00CUX01 - Otorgamiento de Licencias Exp unificada; 06. MO05CUX06 LIC00CUX01 - Otorgamiento de Licencias Exp unificada
CU01CUX14 Subte o colectivo;Cultura [CU] / 01. Museos / 14. CU01CUX14 - MIJU; 14. CU01CUX14 - MIJU
SE02CUX04 Ahora no;Seguridad [SE] / 02. Ciberseguridad / 04. SE02CUX04 - SAP Ciberseguridad ; 04. SE02CUX04 - SAP Ciberseguridad 
Infracciones - Error de servidor;Infracciones [IN] / 01. IN01CUX01 - Infracciones / Datos infracciones; Datos infracciones
TR02CUX05 dni;Trámites [TR] / 02. Integraciones STD / 05. TR02CUX05 - Entrega de Certificados Escolares para Ciudadanía Porteña- ; 05. TR02CUX05 - Entrega de Certificados Escolares para Ciudadanía Porteña- 
SA03CUX01 Después del embarazo;Salud [SA] / 03. Vacunación general / 01. SA03CUX01 - Vacunación; 01. SA03CUX01 - Vacunación
