Name;Topic path;Topic
USIG - Pregunta si confirma dirección;Utilidades para intenciones / USIG - Preguntar calle y altura; USIG - Preguntar calle y altura
TUR01CUX06 Verificación de turno;Turnos [TUR] / 01. SIGECI / 06. TUR01CUX06 - Turnera vacunación COVID; 06. TUR01CUX06 - Turnera vacunación COVID
SUA01CUX07 No Encontró Ubicación - Reparación de luminaria;Solicitudes - Suaci [SUACI] / 01. Espacio público / 07. SUA01CUX07 - Reparación de luminaria / Errores | Reparación de luminaria; Errores | Reparación de luminaria
MO04CUX04 Apertura;Movilidad [MO] / 04. Transporte / 04. MO04CUX04 - Estacionamiento medido; 04. MO04CUX04 - Estacionamiento medido
TR04CUX08 Asiento de la defunción en la libreta de matrimonio;Trámites [TR] / 04. Estáticos Varios / 08. TR04CUX08 - Asiento de la defunción en la libreta de matrimonio; 08. TR04CUX08 - Asiento de la defunción en la libreta de matrimonio
TUR01CUX01 Elegir fecha > No sirve;Turnos [TUR] / 01. SIGECI / 01. TUR01CUX01 - Turno Nuevo ejemplar DNI; 01. TUR01CUX01 - Turno Nuevo ejemplar DNI
Consulta de Expedientes Electrónicos *Apertura;Trámites [TR] / 04. Estáticos Varios / 38. TR04CUX38 - Consulta de Expedientes Electrónicos | Trámites STD; 38. TR04CUX38 - Consulta de Expedientes Electrónicos | Trámites STD
SUA01CUX07 Preguntar Refuerzos - Reparación de luminaria;Solicitudes - Suaci [SUACI] / 01. Espacio público / 07. SUA01CUX07 - Reparación de luminaria; 07. SUA01CUX07 - Reparación de luminaria
CXF01CUX01 Difícil Integraciones;Customer Experience Feedback [CXF] / 01. Customer Experience Feedback (CXF) / 01. CXF01CUX01 - Feedback Boti Integraciones; 01. CXF01CUX01 - Feedback Boti Integraciones
MO04CUX05 Cómo registrarla;Movilidad [MO] / 04. Transporte / 05. MO04CUX05 - SUBE; 05. MO04CUX05 - SUBE
EDU05CUX06 Primaria;Educación [EDU] / 05. Educación Superior / 06. EDU05CUX06 - Profesorados; 06. EDU05CUX06 - Profesorados
Costos del trámite | Disolución de Unión Civil / Convivencial;Trámites [TR] / 04. Estáticos Varios / 26. TR04CUX26 - Disolución de Unión Civil | Convivencial; 26. TR04CUX26 - Disolución de Unión Civil | Convivencial
TUR01CUX09 Confirmación de datos del menor;Turnos [TUR] / 01. SIGECI / 09. TUR01CUX09 Turno para cambio de domicilio; 09. TUR01CUX09 Turno para cambio de domicilio
VI01CUX03 Validar datos;Trámites [TR] / 02. Integraciones STD / 03. TR02CUX03 VI01CUX03 - Copia de escritura; 03. TR02CUX03 VI01CUX03 - Copia de escritura
SUA01CUX14 Hay solicitudes existentes - Preguntar refuerzos;Solicitudes - Suaci [SUACI] / 01. Espacio público / 14. SUA01CUX14 - Reparación de Baches; 14. SUA01CUX14 - Reparación de Baches
 DH08CUX02 Módulo 1;Desarrollo humano [DH] / 08.Educación financiera / 02. DH08CUX02 Curso virtual de Educación Financiera; 02. DH08CUX02 Curso virtual de Educación Financiera
Código Postal por ubicación actual 2;Ciudad [CIU] / 05. Sobre la Ciudad / 05. CIU05CUX05 Buscar Código Postal; 05. CIU05CUX05 Buscar Código Postal
GE01CUX02 Ver hogares y refugios;Género [GE] / 01. Violencias / 02. GE01CUX02 - Violencia contra la mujer; 02. GE01CUX02 - Violencia contra la mujer
EDU04CUX25 Se me rompió;Educación [EDU] / 04. Educación Escolar / 25. EDU04CUX25 - Plan Sarmiento; 25. EDU04CUX25 - Plan Sarmiento
MO01CUX01 Soy taxista;Movilidad [MO] / 01. BA Taxi / 01. MO01CUX01 - BA Taxi; 01. MO01CUX01 - BA Taxi
AGC02CUX01 Registrar ascensor ;AGC [AGC] / 02. Otros trámites / 01. AGC02CUX01 - Ascensores; 01. AGC02CUX01 - Ascensores
TUR01CUX01 No cierre;Turnos [TUR] / 01. SIGECI / 01. TUR01CUX01 - Turno Nuevo ejemplar DNI; 01. TUR01CUX01 - Turno Nuevo ejemplar DNI
EDU03CUX10 Proyectos;Educación [EDU] / 03. Docentes / 10. EDU03CUX10 - Premio Docente; 10. EDU03CUX10 - Premio Docente
EDU01CUX04 Estado de mi beca;Educación [EDU] / 01. Becas / 04. EDU01CUX04 - Becas alimentarias; 04. EDU01CUX04 - Becas alimentarias
AGC01CUX01  Cómo es el trámite;AGC [AGC] / 01. Habilitaciones e Inspecciones / 01. AGC01CUX01 - Habilitaciones; 01. AGC01CUX01 - Habilitaciones
DH08CUX02 Sí, dale V3M2;Desarrollo humano [DH] / 08.Educación financiera / 02. DH08CUX02 Curso virtual de Educación Financiera; 02. DH08CUX02 Curso virtual de Educación Financiera
TR02CUX05 - Mensaje try catch;Trámites [TR] / 02. Integraciones STD / 05. TR02CUX05 - Entrega de Certificados Escolares para Ciudadanía Porteña- ; 05. TR02CUX05 - Entrega de Certificados Escolares para Ciudadanía Porteña- 
SUA01CUX13 Cuestionario;Solicitudes - Suaci [SUACI] / 01. Espacio público / 13. SUA01CUX13 - Falta de conservación de fachada; 13. SUA01CUX13 - Falta de conservación de fachada
BOT02CUX05 C1;Boti [BOT] / 02. Cumpleaños / 05. BOT02CUX05 - Botigrama; 05. BOT02CUX05 - Botigrama
SE01CUX06 Error de dirección;Seguridad [SE] / 01. Servicios (Policia, bomberos...) / 06. SE01CUX06 - Ministerio Público Fiscal; 06. SE01CUX06 - Ministerio Público Fiscal
MO10CUX04 Apertura;Movilidad [MO] / 10. Metrobus / 04. MO10CUX04 - Metrobus Juan B. Justo; 04. MO10CUX04 - Metrobus Juan B. Justo
MO03CUX01 Quiero sacarlo Abono social;Movilidad [MO] / 03. Subte y Tren / 01. MO03CUX01 - Subte Estático; 01. MO03CUX01 - Subte Estático
SE02CUX01 Robo de cuentas;Seguridad [SE] / 02. Ciberseguridad / 01. SE02CUX01 - Ciberestafas; 01. SE02CUX01 - Ciberestafas
SE01CUX06 No, quiero corregir II;Seguridad [SE] / 01. Servicios (Policia, bomberos...) / 06. SE01CUX06 - Ministerio Público Fiscal; 06. SE01CUX06 - Ministerio Público Fiscal
CIU05CUX03 Apertura corta CAT Caminito;Ciudad [CIU] / 05. Sobre la Ciudad / 03. CIU05CUX03 - Barrios de la Ciudad / 05. CIU05CUX03 - Activación CAT La Boca; 05. CIU05CUX03 - Activación CAT La Boca
CU05CUX01 Puntos digitales;Cultura [CU] / 05. Bibliotecas / 01. CU05CUX01 - Red de Bibliotecas de la Ciudad ; 01. CU05CUX01 - Red de Bibliotecas de la Ciudad 
MO05CUX13 Dirección no encontrada por 2° vez;Movilidad [MO] / 13. Reevaluación teórico-práctico de licencia; 13. Reevaluación teórico-práctico de licencia
CIU05CUX03 Cómo viajo Colegiales;Ciudad [CIU] / 05. Sobre la Ciudad / 03. CIU05CUX03 - Barrios de la Ciudad / 08- CIU05CUX03 - Colegiales; 08- CIU05CUX03 - Colegiales
CU04CUX01 Cómo llegar;"Cultura [CU] / 04. Festivales y ""Día de -Noche de"" / 01.CU04CUX01 - Feria del libro 2026"; 01.CU04CUX01 - Feria del libro 2026
miBA Login V2 - Desde Solicitud de consentimiento;miBA [MIBA] / 01. Cuenta miBA / 05. MIBA01CUX05 - miBA Login / miBA Login V2; miBA Login V2
Agentes humanos (Apertura) > Es por otro tema (Response) > Chatear con alguien * Response;Derivaciones [DER] / Operador; Operador
TUR01CUX01 Elegir fecha > No sirve > Validación;Turnos [TUR] / 01. SIGECI / 01. TUR01CUX01 - Turno Nuevo ejemplar DNI; 01. TUR01CUX01 - Turno Nuevo ejemplar DNI
MO08CUX03 Sacar mi TelePASE;Movilidad [MO] / 08. Trámites varios / 03. MO08CUX03 - AUSA - Sacar TelePASE; 03. MO08CUX03 - AUSA - Sacar TelePASE
MO04CUX05 Apertura corta;Movilidad [MO] / 04. Transporte / 05. MO04CUX05 - SUBE; 05. MO04CUX05 - SUBE
VI01CUX05 De qué se trata;Vivienda [VI] / 01. Instituto de la Vivienda (IVC) / 05. VI01CUX05 Programa Ley 624; 05. VI01CUX05 Programa Ley 624
SUA01CUX23 Apertura desratización;Solicitudes - Suaci [SUACI] / 01. Espacio público / 23. SUA01CUX23 Desinfección vía publica; 23. SUA01CUX23 Desinfección vía publica
AG01CUX01 Cambiar domicilio;AGIP [AG] / 01. Sobre AGIP / 01. AG01CUX01 - AGIP; 01. AG01CUX01 - AGIP
SUA01CUX07 Resolver Ubicación Domicilio - Reparación de luminaria;Solicitudes - Suaci [SUACI] / 01. Espacio público / 07. SUA01CUX07 - Reparación de luminaria; 07. SUA01CUX07 - Reparación de luminaria
DH11CUX03 Mensaje final MTV5;Desarrollo humano [DH] / 11. Inclusión financiera / 03. DH11CUX03 Curso virtual de Identidad de Marca; 03. DH11CUX03 Curso virtual de Identidad de Marca
GA03CUX10 Apertura;Gastronomía [GA] / 03. Eventos y festivales / 10. GA03CUX10 - Comunidad MAPPA; 10. GA03CUX10 - Comunidad MAPPA
 DH11CUX03 MTV1;Desarrollo humano [DH] / 11. Inclusión financiera / 03. DH11CUX03 Curso virtual de Identidad de Marca; 03. DH11CUX03 Curso virtual de Identidad de Marca
AM04CUX06 Apertura;Ambiente [AM] / 04. Reservas y espacios / 06. AM04CUX06 - Reserva Ecológica Ciudad Universitaria Costanera Norte; 06. AM04CUX06 - Reserva Ecológica Ciudad Universitaria Costanera Norte
TR04CUX23 Cómo es la BUI;Trámites [TR] / 04. Estáticos Varios / 23. TR04CUX23 - Boleta BUI; 23. TR04CUX23 - Boleta BUI
CU04CUX40 Apertura post evento;"Cultura [CU] / 04. Festivales y ""Día de -Noche de"" / 40. CU04CUX40 - Bs. As. está de Moda"; 40. CU04CUX40 - Bs. As. está de Moda
CXF01CUX04 Muy inconforme CATs;Customer Experience Feedback [CXF] / 01. Customer Experience Feedback (CXF) / 04. CXF01CUX04 - Feedback Boti CAT; 04. CXF01CUX04 - Feedback Boti CAT
VI01CUX01 Medios de pago IVC;Vivienda [VI] / 01. Instituto de la Vivienda (IVC) / 01. VI01CUX01 Programa Viviendas IVC; 01. VI01CUX01 Programa Viviendas IVC
CIU06CUX03 Apertura de Contingencia;Ciudad [CIU] / 06. Trabajo en GCBA / 03. CIU06CUX03 Equipo BA; 03. CIU06CUX03 Equipo BA
TR01CUX21 Subir documentación;Trámites [TR] / 01. TAD / 21. TR01CUX21 |Apertura TAD; 21. TR01CUX21 |Apertura TAD
TR03CUX08 Obras;Trámites [TR] / 03. Match directo / 08. TR03CUX08 - AGC; 08. TR03CUX08 - AGC
TR04CUX23 Exentos de pago BUI;Trámites [TR] / 04. Estáticos Varios / 23. TR04CUX23 - Boleta BUI; 23. TR04CUX23 - Boleta BUI
TUR01CUX15 Acompañante;Turnos [TUR] / 01. SIGECI / 15. TUR01CUX15 Turnera Orquesta Filarmónica ; 15. TUR01CUX15 Turnera Orquesta Filarmónica 
AG01CUX01 Impuesto al Sello: Baja débito automático;AGIP [AG] / 01. Sobre AGIP / 01. AG01CUX01 - AGIP; 01. AG01CUX01 - AGIP
CO12CUX02 Temporal en BA;Coyuntura [CO] / 12. Contingencias en la Ciudad / 02. CO12CUX02 Temporal en BA; 02. CO12CUX02 Temporal en BA
BOT02CUX11 Apertura;Boti [BOT] / 02. Cumpleaños / 11. BOT02CUX11 - Trivia 2025; 11. BOT02CUX11 - Trivia 2025
EDU05CUX06 Educación artística;Educación [EDU] / 05. Educación Superior / 06. EDU05CUX06 - Profesorados; 06. EDU05CUX06 - Profesorados
TUR01CUX01 Por fecha > No sirve > Validación;Turnos [TUR] / 01. SIGECI / 01. TUR01CUX01 - Turno Nuevo ejemplar DNI; 01. TUR01CUX01 - Turno Nuevo ejemplar DNI
MO06CUX01 Ciclovías;Movilidad [MO] / 06. Bicicletas / 01. MO06CUX01 - Bicicletas / MO06CUX01 - Ciclovías; MO06CUX01 - Ciclovías
EDU05CUX02 * Alojamiento (Estudio en BA);Educación [EDU] / 05. Educación Superior / 02. EDU05CUX02 - Study BA; 02. EDU05CUX02 - Study BA
COY08CUX01 Obras finalizadas;Coyuntura [CO] / 08. Obras / 01. COY08CUX01 Obras en la ciudad; 01. COY08CUX01 Obras en la ciudad
SUA01CUX19 Tipo de pozo;Solicitudes - Suaci [SUACI] / 01. Espacio público / 19. SUA01CUX19  - Desagote pozo ciego; 19. SUA01CUX19  - Desagote pozo ciego
EDU01CAT03 Espera 10 min;Derivaciones [DER] / Derivación / Derivación a agente de Designaciones interinas; Derivación a agente de Designaciones interinas
MO06CUX03 Necesito ayuda;Movilidad [MO] / 06. Bicicletas / 03.MO06CUX03 - Pedaleá con Boti; 03.MO06CUX03 - Pedaleá con Boti
CU09CUX03 Dónde queda;Cultura [CU] / 09. Centros y edificios culturales / 03. CU09CUX03 - Palacio Barolo; 03. CU09CUX03 - Palacio Barolo
OB05CUX01 Otro estado - 6A;Obras [OBR] / 05. DGROC / 01. OB05CUX01 - Consulta DGROC; 01. OB05CUX01 - Consulta DGROC
BOT02CUX05 I1 Paso;Boti [BOT] / 02. Cumpleaños / 05. BOT02CUX05 - Botigrama; 05. BOT02CUX05 - Botigrama
TR03CUX09 Registro de generadores de contaminantes atmosféricos provenientes de fuentes fijas (REF);Trámites [TR] / 03. Match directo / 09. TR03CUX09 - Ambiente y EP; 09. TR03CUX09 - Ambiente y EP
SUA01CUX01 Reforzar denuncia;Solicitudes - Suaci [SUACI] / 01. Espacio público / 01. SUA01CUX01 - Criadero de mosquitos ; 01. SUA01CUX01 - Criadero de mosquitos 
NI01CUX11 Hadas;Niñez [NI] / 01. Boticuentos / 11. NI01CUX11 - Estornudos bajo tierra; 11. NI01CUX11 - Estornudos bajo tierra
MO08CUX03 Estado de la TAG ;Movilidad [MO] / 08. Trámites varios / 03. MO08CUX03 - AUSA - Sacar TelePASE; 03. MO08CUX03 - AUSA - Sacar TelePASE
EDU02CUX02 Requisitos;Educación [EDU] / 02. Cursos y talleres / 02. EDU02CUX02 - Educación No Formal; 02. EDU02CUX02 - Educación No Formal
SUA01CUX18 Otros objetos;Solicitudes - Suaci [SUACI] / 01. Espacio público / 18. SUA01CUX18 - Retiro de objetos en desuso; 18. SUA01CUX18 - Retiro de objetos en desuso
DH01CAT02 Espera 2;Derivaciones [DER] / Derivación / Derivacion a agente de 108; Derivacion a agente de 108
VI03CUX01 Cómo funciona ;Vivienda [VI] / 03. Créditos Hipotecarios / 01. VI03CUX01 - Créditos Hipotecarios ; 01. VI03CUX01 - Créditos Hipotecarios 
BOT01CUX01 No funciona la página;Boti [BOT] / 01. Perfil / 01. BOT01CUX01 - Personalidad; 01. BOT01CUX01 - Personalidad
MO04CUX01 Cuánto dura mi VTV;Movilidad [MO] / 04. Transporte / 01. MO04CUX01 - VTV; 01. MO04CUX01 - VTV
SE01CUX05 Apertura ;Seguridad [SE] / 01. Servicios (Policia, bomberos...) / 05. SE01CUX05 - Centro de monitoreo; 05. SE01CUX05 - Centro de monitoreo
miBA01CUX01  Cambiar mis datos;miBA [MIBA] / 01. Cuenta miBA / 01. MIBA01CUX01 - miBA flujo estático; 01. MIBA01CUX01 - miBA flujo estático
CU04CUX39 Apertura post evento;"Cultura [CU] / 04. Festivales y ""Día de -Noche de"" / 39. CU04CUX39 - Pascua en la ciudad"; 39. CU04CUX39 - Pascua en la ciudad
INN08CUX01 Anzuelo Cultura específico V2;Innovación [INN] / 08. Botificador / 01. INN08CUX01 - Botificador; 01. INN08CUX01 - Botificador
AGC01CUX01  Persona física;AGC [AGC] / 01. Habilitaciones e Inspecciones / 01. AGC01CUX01 - Habilitaciones; 01. AGC01CUX01 - Habilitaciones
CU11CUX02 Dónde se hacen;Cultura [CU] / 11. Promoción Cultural / 02. CU11CUX02 - Programa Cultural en Barrios; 02. CU11CUX02 - Programa Cultural en Barrios
ED00CUX01 Escuela en familia;Educación [EDU] / 00. Estructura completa / 01. ED00CUX01  Superapertura + Bifurcadores; 01. ED00CUX01  Superapertura + Bifurcadores
TR04CUX32 Reclamos pasaporte;Trámites [TR] / 04. Estáticos Varios / 32. TR04CUX32 - Pasaporte; 32. TR04CUX32 - Pasaporte
EDU05CUX06 Inglés;Educación [EDU] / 05. Educación Superior / 06. EDU05CUX06 - Profesorados; 06. EDU05CUX06 - Profesorados
DH08CUX02 Pregunta V3M3 > Responde mal;Desarrollo humano [DH] / 08.Educación financiera / 02. DH08CUX02 Curso virtual de Educación Financiera; 02. DH08CUX02 Curso virtual de Educación Financiera
AGC02CUX01 Empresa Conservadora;AGC [AGC] / 02. Otros trámites / 01. AGC02CUX01 - Ascensores; 01. AGC02CUX01 - Ascensores
MO02CUX01 Lista de opciones;Movilidad [MO] / 02. Servicios por cercanía / 01. MO02CUX01 - Servicio de Cercanía; 01. MO02CUX01 - Servicio de Cercanía
EDU05CUX04 Cómo me inscribo IFST 10;Educación [EDU] / 05. Educación Superior / 04. EDU05CUX04 - Tecnicaturas de Salud; 04. EDU05CUX04 - Tecnicaturas de Salud
LIC00CUX00 Error tipo de documento;Movilidad [MO] / 05. Licencias / 05. MO05CUX05 LIC00CUX00 Renovación Licencia Experiencia Unificada; 05. MO05CUX05 LIC00CUX00 Renovación Licencia Experiencia Unificada
DH01CAT03 Pide nombre completo;Derivaciones [DER] / Derivación / Derivación a agente de IVC; Derivación a agente de IVC
EDU04CUX06 Mitos y verdades;Educación [EDU] / 04. Educación Escolar / 06. EDU04CUX06 - Bullying; 06. EDU04CUX06 - Bullying
SA05CUX01 Telemedicina;Salud [SA] / 05. Personas mayores / 01. SA05CUX01 - Personas mayores; 01. SA05CUX01 - Personas mayores
IN01CUX01 Apertura comprobantes vencidos;Infracciones [IN] / 01. IN01CUX01 - Infracciones; 01. IN01CUX01 - Infracciones
DH03CUX03 Diagnóstico;Desarrollo humano [DH] / 03. Accesibilidad / 03. DH03CUX03 - Autismo; 03. DH03CUX03 - Autismo
TU01CUX01 Carteles;Turismo [TU] / 01. Turismo BA / 01. TU01CUX01 - Turismo en BA; 01. TU01CUX01 - Turismo en BA
miBA Login V2 - Desde Duplicado de licencia;miBA [MIBA] / 01. Cuenta miBA / 05. MIBA01CUX05 - miBA Login / miBA Login V2; miBA Login V2
GA04CUX17 Qué puedo instalar;Gastronomía [GA] / 04. Trámites gastronómicos / 17. GA04CUX17 - Gastronómicos; 17. GA04CUX17 - Gastronómicos
OB05CUX02 Qué necesito ejecución;Obras [OBR] / 05. DGROC / 02. OB05CUX02 -Super Apertura Obras - DGROC  ; 02. OB05CUX02 -Super Apertura Obras - DGROC  
CXF01CUX03 No Pushes;Customer Experience Feedback [CXF] / 01. Customer Experience Feedback (CXF) / 03. CXF01CUX03 - Feedback Boti Pushes; 03. CXF01CUX03 - Feedback Boti Pushes
MO05CUX10 Menores de edad ;Movilidad [MO] / 05. Licencias / 10. MO05CUX10 Duplicado de licencia; 10. MO05CUX10 Duplicado de licencia
BOT02CUX05 T2;Boti [BOT] / 02. Cumpleaños / 05. BOT02CUX05 - Botigrama; 05. BOT02CUX05 - Botigrama
Voy a esperar el agente disponible Infracciones;Derivaciones [DER] / Derivación / Derivación a agente de Infracciones / Derivar a agente o fuera de horario Infracciones; Derivar a agente o fuera de horario Infracciones
Errores Orquestador PI;Orquestador - PI;Orquestador - PI
VI01CUX06 Qué necesito;Vivienda [VI] / 01. Instituto de la Vivienda (IVC) / 06. VI01CUX06 Refacción + Fácil; 06. VI01CUX06 Refacción + Fácil
miBA Login - Desde SUACI Marquisinas;miBA [MIBA] / 01. Cuenta miBA / 05. MIBA01CUX05 - miBA Login / miBA Login V2; miBA Login V2
miBA | Ingresar a miBA;miBA [MIBA] / 01. Cuenta miBA / 05. MIBA01CUX05 - miBA Login; 05. MIBA01CUX05 - miBA Login
TR02CUX08 - Error;Trámites [TR] / 02. Integraciones STD / 08. TR02CUX08 - Trámite de renovación de licencia de conducir; 08. TR02CUX08 - Trámite de renovación de licencia de conducir
VI01CUX06 Cómo se asigna;Vivienda [VI] / 01. Instituto de la Vivienda (IVC) / 06. VI01CUX06 Refacción + Fácil; 06. VI01CUX06 Refacción + Fácil
TUR01CUX12 Aviso de confirmación;Turnos [TUR] / 01. SIGECI / 12. TUR01CUX12 Turno para infracciones por videollamada; 12. TUR01CUX12 Turno para infracciones por videollamada
TR00CUX02 - Consultar estado trámites;Trámites [TR] / 05. Estado de trámites / 1. TR05CUX01 TR00CUX02 - Consulta estado trámite; 1. TR05CUX01 TR00CUX02 - Consulta estado trámite
SE02CUX01 Apertura;Seguridad [SE] / 02. Ciberseguridad / 01. SE02CUX01 - Ciberestafas; 01. SE02CUX01 - Ciberestafas
GE01CUX03 Apertura;Género [GE] / 01. Violencias / 03. GE01CUX03 - Acoso callejero; 03. GE01CUX03 - Acoso callejero
DH11CUX03 MTV5;Desarrollo humano [DH] / 11. Inclusión financiera / 03. DH11CUX03 Curso virtual de Identidad de Marca; 03. DH11CUX03 Curso virtual de Identidad de Marca
CIU07CUX01 Apertura;Ciudad [CIU] / 07. Buepp; 07. Buepp
TUR01CUX02 Seleccionar hora - Por Fecha;Turnos [TUR] / 01. SIGECI / 02. TUR01CUX02 - Turno para Validación Presencial; 02. TUR01CUX02 - Turno para Validación Presencial
No Hay Trámites | Estado de Trámites;Solicitudes - Suaci [SUACI] / 02. Consulta de estado / 01. SUA02CUX01 - Estado de trámites y solicitudes; 01. SUA02CUX01 - Estado de trámites y solicitudes
DH01CUX03 No sabía;Desarrollo humano [DH] / 01. Atención social / 04. DH01CUX04  - Encuesta Subsidio Habitacional 690; 04. DH01CUX04  - Encuesta Subsidio Habitacional 690
TR02CUX05 Tipo de escuela;Trámites [TR] / 02. Integraciones STD / 05. TR02CUX05 - Entrega de Certificados Escolares para Ciudadanía Porteña- ; 05. TR02CUX05 - Entrega de Certificados Escolares para Ciudadanía Porteña- 
 SUA01CUX07 Cargar Foto 2 - Reparación de luminaria;Solicitudes - Suaci [SUACI] / 01. Espacio público / 07. SUA01CUX07 - Reparación de luminaria; 07. SUA01CUX07 - Reparación de luminaria
SUA01CUX19 Pedido de barrio;Solicitudes - Suaci [SUACI] / 01. Espacio público / 19. SUA01CUX19  - Desagote pozo ciego; 19. SUA01CUX19  - Desagote pozo ciego
TUR01CUX03 Seleccionar hora - Por Fecha;Turnos [TUR] / 01. SIGECI / 03. TUR01CUX03 - Identidad de Género; 03. TUR01CUX03 - Identidad de Género
DE04CUX01 Mayores de 18;Deportes [DE] / 4. Polideportivos / 01. DE04CUX01 Polideportivos; 01. DE04CUX01 Polideportivos
TU01CUX01 Microcentro;Turismo [TU] / 01. Turismo BA / 01. TU01CUX01 - Turismo en BA; 01. TU01CUX01 - Turismo en BA
TRA04CUX17 Mantener el subsidio;Trámites [TR] / 04. Estáticos Varios / 17. TR04CUX17 - Ciudadanía Porteña; 17. TR04CUX17 - Ciudadanía Porteña
ED03CUX05 Profesorados;Educación [EDU] / 03. Docentes / 05. EDU03CUX05 - Universidad de la Ciudad; 05. EDU03CUX05 - Universidad de la Ciudad
TUR01CUX11 Corregir datos II;Turnos [TUR] / 01. SIGECI / 11. TUR01CUX11 - Turno para práctica de auto en pista; 11. TUR01CUX11 - Turno para práctica de auto en pista
TR01CUX10 Qué necesito;Trámites [TR] / 01. TAD / 10. TR01CUX10 - Copia de Plano; 10. TR01CUX10 - Copia de Plano
TU03CUX01 River Plate;Turismo [TU] / 03. Lugares emblemáticos / 01. TU03CUX01 Estadios de fútbol; 01. TU03CUX01 Estadios de fútbol
CU11CUX02 Danza y actuación;Cultura [CU] / 11. Promoción Cultural / 02. CU11CUX02 - Programa Cultural en Barrios; 02. CU11CUX02 - Programa Cultural en Barrios
SE02CUX04 Pregunta 1 B;Seguridad [SE] / 02. Ciberseguridad / 04. SE02CUX04 - SAP Ciberseguridad ; 04. SE02CUX04 - SAP Ciberseguridad 
AGC01CUX00 Usuario no responde pregunta;Derivaciones [DER] / Derivación / Derivación a agente de AGC; Derivación a agente de AGC
AGC02CUX02 Qué puedo hacer;AGC [AGC] / 02. Otros trámites / 02. AGC02CUX02 - Director de Obra; 02. AGC02CUX02 - Director de Obra
SUA01CUX23 Hay solicitudes previas;Solicitudes - Suaci [SUACI] / 01. Espacio público / 23. SUA01CUX23 Desinfección vía publica; 23. SUA01CUX23 Desinfección vía publica
BOT03CUX01 Imágenes y stickers;Boti [BOT] / 03. Tutorial - Cómo chatear / 01. BOT03CUX01 Tutorial - Cómo hablar con Boti; 01. BOT03CUX01 Tutorial - Cómo hablar con Boti
GE03CUX01 Mapa de cuidados;Género [GE] / 03. Otros / 02. GE03CUX02 - Autonomía económica; 02. GE03CUX02 - Autonomía económica
SUA01CUX19 Confirma teléfono;Solicitudes - Suaci [SUACI] / 01. Espacio público / 19. SUA01CUX19  - Desagote pozo ciego; 19. SUA01CUX19  - Desagote pozo ciego
TR02CUX05 Cargar foto certificado;Trámites [TR] / 02. Integraciones STD / 05. TR02CUX05 - Entrega de Certificados Escolares para Ciudadanía Porteña- ; 05. TR02CUX05 - Entrega de Certificados Escolares para Ciudadanía Porteña- 
"Flow fulfilled of ""Otorgamiento""";;
CU01CUX02 Museo Sarmiento;Cultura [CU] / 01. Museos / 02. CU01CUX02 - Museos; 02. CU01CUX02 - Museos
SE02CAT01 Confirmación de datos II;Derivaciones [DER] / Derivación / Deriva a agente de Ciberseguridad; Deriva a agente de Ciberseguridad
BOT02CUX11 Pregunta 1B;Boti [BOT] / 02. Cumpleaños / 11. BOT02CUX11 - Trivia 2025; 11. BOT02CUX11 - Trivia 2025
MO05CUX10 Usuario sin provincia en miBA;Movilidad [MO] / 05. Licencias / 10. MO05CUX10 Duplicado de licencia; 10. MO05CUX10 Duplicado de licencia
TR04CUX02 Qué necesito - Nacionalidad;Trámites [TR] / 04. Estáticos Varios / 02. TR04CUX02 - DNI; 02. TR04CUX02 - DNI
CIU05CUX09 Juegos centenario;Ciudad [CIU] / 05. Sobre la Ciudad / 09- CIU05CUX09 - Espacios verdes / CIU05CUX09 - Caballito; CIU05CUX09 - Caballito
BOT02CUX04 Redirección Obelisco;Boti [BOT] / 02. Cumpleaños / 04. BOT02CUX04 - Perdidos en BA; 04. BOT02CUX04 - Perdidos en BA
TUR00CUX02 Turnos para salud;Turnos [TUR];Turnos [TUR]
IN01CAT01 Sí, avancemos;Derivaciones [DER] / Derivación / Derivación a agente de Infracciones / Nueva CAT Infracciones; Nueva CAT Infracciones
EDU05CUX03 Apertura corta;Educación [EDU] / 05. Educación Superior / 03. EDU05CUX03 - Tecnicaturas; 03. EDU05CUX03 - Tecnicaturas
DE04CUX01 Otros deportes;Deportes [DE] / 4. Polideportivos / 01. DE04CUX01 Polideportivos; 01. DE04CUX01 Polideportivos
IN01CUX03 Apertura Licencia;Infracciones [IN] / 03. IN01CUX03 - Licencia o vehículo retenido; 03. IN01CUX03 - Licencia o vehículo retenido
EDU05CUX04 Requisitos Instituto;Educación [EDU] / 05. Educación Superior / 04. EDU05CUX04 - Tecnicaturas de Salud; 04. EDU05CUX04 - Tecnicaturas de Salud
SE00CUX01 Banco de ADN;Seguridad [SE];Seguridad [SE]
LIC00CUX01  Qué necesito;Movilidad [MO] / 05. Licencias / 01. MO05CUX01 LIC00CUX01 - Licencia prorroga; 01. MO05CUX01 LIC00CUX01 - Licencia prorroga
miBA01CUX01 Apertura corta;miBA [MIBA] / 01. Cuenta miBA / 01. MIBA01CUX01 - miBA flujo estático; 01. MIBA01CUX01 - miBA flujo estático
DE00CUX01 Apertura;Deportes [DE];Deportes [DE]
SUA01CUX14 Fotos 3;Solicitudes - Suaci [SUACI] / 01. Espacio público / 14. SUA01CUX14 - Reparación de Baches; 14. SUA01CUX14 - Reparación de Baches
