Name;Topic path;Topic
TUR00CUX02 Turnos para trámites;Turnos [TUR];Turnos [TUR]
SA06CUX02 Doc de cabecera;Salud [SA] / 06. Gestor de encuentros / 01. SA06CUX01 - Mis Profesionales; 01. SA06CUX01 - Mis Profesionales
SUA01CUX18 Apertura;Solicitudes - Suaci [SUACI] / 01. Espacio público / 18. SUA01CUX18 - Retiro de objetos en desuso; 18. SUA01CUX18 - Retiro de objetos en desuso
CIU07CUX01 Impuestos y trámites;Ciudad [CIU] / 07. Buepp; 07. Buepp
EP03CUX01 Guardián de árboles;Espacio Público [EP] / 03. Arbolado / 01. EP03CUX01 - Arbolado; 01. EP03CUX01 - Arbolado
SUA01CUX05 Autos Abandonados - Dirección vehículo abandonado;Solicitudes - Suaci [SUACI] / 01. Espacio público / 05. SUA01CUX05 - Autos abandonados; 05. SUA01CUX05 - Autos abandonados
SUA01CUX24 Tipo de login;Solicitudes - Suaci [SUACI] / 01. Espacio público / 24. SUA01CUX24 Residuos fuera del contenedor; 24. SUA01CUX24 Residuos fuera del contenedor
TR03CUX03 Subsidios;Trámites [TR] / 03. Match directo / 03. TR03CUX03 - Cultura; 03. TR03CUX03 - Cultura
Agentes humanos (Apertura) > Es por otro tema (Response) > Más temas;Derivaciones [DER] / Operador; Operador
TUR01CUX10 Corregir datos III;Turnos [TUR] / 01. SIGECI / 10. TUR01CUX10 Turno para acta de tránsito; 10. TUR01CUX10 Turno para acta de tránsito
SUA01CUX36 Problema del semáforo;Solicitudes - Suaci [SUACI] / 01. Espacio público / 36. SUA01CUX36 Reparación de semáforo; 36. SUA01CUX36 Reparación de semáforo
EDU04CUX24 Apertura;Educación [EDU] / 04. Educación Escolar / 24. EDU04CUX24 - Plan 54 nuevas escuelas ; 24. EDU04CUX24 - Plan 54 nuevas escuelas 
MA01CUX01 Qué necesito;Mascotas [MA] / 01. Mascotas / 01. MA01CUX01 - Mascotas; 01. MA01CUX01 - Mascotas
DEC05CUX01 Apertura;Desarrollo Económico [DEC] / 05. Empresas / 01. DEC05CUX01 - Boti para empresas, SAP; 01. DEC05CUX01 - Boti para empresas, SAP
AGC01CUX01  Ya empecé el trámite;AGC [AGC] / 01. Habilitaciones e Inspecciones / 01. AGC01CUX01 - Habilitaciones; 01. AGC01CUX01 - Habilitaciones
CU01CUX02 Museo del Cine;Cultura [CU] / 01. Museos / 02. CU01CUX02 - Museos; 02. CU01CUX02 - Museos
TRA04CUX01 Apertura;Trámites [TR] / 02. Integraciones STD / 10. TR02CUX10 - Solicitud de Certificado de Legalidad (EX TRA04CUX01); 10. TR02CUX10 - Solicitud de Certificado de Legalidad (EX TRA04CUX01)
SA01CUX06 Como me preparo;Salud [SA] / 01. Vacunación COVID-19 / 06. SA01CUX06 - Vacunación COVID-19 💉; 06. SA01CUX06 - Vacunación COVID-19 💉
CIU05CUX07 Consultas y reclamos;Ciudad [CIU] / 05. Sobre la Ciudad / 07. CIU05CUX07 - Barrio Mugica; 07. CIU05CUX07 - Barrio Mugica
MO05CUX02 - Licencia extranjera;Movilidad [MO] / 05. Licencias / 02. MO05CUX02 - Licencias de conducir - 2023; 02. MO05CUX02 - Licencias de conducir - 2023
TUR01CUX08 Requisitos – menor de edad;Turnos [TUR] / 01. SIGECI / 08. TUR01CUX08 - Turno para pasaporte; 08. TUR01CUX08 - Turno para pasaporte
SUA01CUX14 No Encontró Ubicación - Baches;Solicitudes - Suaci [SUACI] / 01. Espacio público / 14. SUA01CUX14 - Reparación de Baches; 14. SUA01CUX14 - Reparación de Baches
BOT02CUX08 Pregunta 3 Nivel 1;Boti [BOT] / 02. Cumpleaños / 08. BOT02CUX08 - Turisteando; 08. BOT02CUX08 - Turisteando
DH09CUX01 Apertura corta;Desarrollo humano [DH] / 09. Niñes / 01. DH09CUX01 - Desarrollo infantil; 01. DH09CUX01 - Desarrollo infantil
EDU07CUX01 Cuarto ;Educación [EDU] / 07. Biblioteca Digital, materias y links / 01. EDU07CUX01 - Biblioteca digital; 01. EDU07CUX01 - Biblioteca digital
MO06CUX03 Circular en BA ;Movilidad [MO] / 06. Bicicletas / 03.MO06CUX03 - Pedaleá con Boti; 03.MO06CUX03 - Pedaleá con Boti
AM04CUX01 Animales;Ambiente [AM] / 04. Reservas y espacios / 01. AM04CUX01 - Ecoparque; 01. AM04CUX01 - Ecoparque
DDHH01CUX01 Asistencia social;Derechos Humanos [DDHH] / 01. Migrantes / 01. DDHH01CUX01 - Guía Migrante; 01. DDHH01CUX01 - Guía Migrante
EDU05CUX06 Validación opciones;Educación [EDU] / 05. Educación Superior / 06. EDU05CUX06 - Profesorados; 06. EDU05CUX06 - Profesorados
MO06CUX02  Cómo retirar Ecobici;Movilidad [MO] / 06. Bicicletas / 02. MO06CUX02 - Ecobici; 02. MO06CUX02 - Ecobici
MO10CUX07 Por dónde pasa;Movilidad [MO] / 10. Metrobus / 07. MO10CUX07 - Metrobus Sur; 07. MO10CUX07 - Metrobus Sur
SA02CUX03 Descargar Wallet;Salud [SA] / 02. Test COVID / 03. SA02CUX03 - Certificado COVID-19; 03. SA02CUX03 - Certificado COVID-19
MO05CUX13 Corregir datos ;Movilidad [MO] / 13. Reevaluación teórico-práctico de licencia; 13. Reevaluación teórico-práctico de licencia
AM04CUX06 Quiero ir;Ambiente [AM] / 04. Reservas y espacios / 06. AM04CUX06 - Reserva Ecológica Ciudad Universitaria Costanera Norte; 06. AM04CUX06 - Reserva Ecológica Ciudad Universitaria Costanera Norte
DE03CUX02 Soy dirigente;Deportes [DE] / 03. Recreación / 02. Clubes de Barrio DE03CUX02; 02. Clubes de Barrio DE03CUX02
DH11CUX08 Repaso video 2;Desarrollo humano [DH] / 11. Inclusión financiera / 08. DH11CUX08 - Compras con impacto; 08. DH11CUX08 - Compras con impacto
DH01CAT03 Cambiar manzana;Derivaciones [DER] / Derivación / Derivación a agente de IVC; Derivación a agente de IVC
BOT02CUX05 E1;Boti [BOT] / 02. Cumpleaños / 05. BOT02CUX05 - Botigrama; 05. BOT02CUX05 - Botigrama
MO05CUX15 Dorso DNI padre, madre o tutor;Movilidad [MO] / 05. Licencias / 15. MO05CUX15 - Cambio de datos en la licencia de conducir; 15. MO05CUX15 - Cambio de datos en la licencia de conducir
CU01CUX02 Museos de Historia;Cultura [CU] / 01. Museos / 02. CU01CUX02 - Museos; 02. CU01CUX02 - Museos
CU10CUX01 Vida cotidiana (audio 1 - Pasaje San Lorenzo y Defensa);Cultura [CU] / 10. Casco Histórico / 01. CU10CUX01 - Casco Histórico; 01. CU10CUX01 - Casco Histórico
CIU05CUX09 Juegos Chile;Ciudad [CIU] / 05. Sobre la Ciudad / 09- CIU05CUX09 - Espacios verdes; 09- CIU05CUX09 - Espacios verdes
MO08CUX03 Estado de la TAG;Movilidad [MO] / 08. Trámites varios / 03. MO08CUX03 - AUSA - Sacar TelePASE; 03. MO08CUX03 - AUSA - Sacar TelePASE
SUA01CUX04 Pedido de fecha ;Solicitudes - Suaci [SUACI] / 01. Espacio público / 04. SUA01CUX04 - Auto mal estacionado (NUEVO); 04. SUA01CUX04 - Auto mal estacionado (NUEVO)
SUA01CUX02 Cargar dirección;Solicitudes - Suaci [SUACI] / 01. Espacio público / 02. SUA01CUX02 - Residuos Voluminosos; 02. SUA01CUX02 - Residuos Voluminosos
SUA01CUX02 Apertura;Solicitudes - Suaci [SUACI] / 01. Espacio público / 02. SUA01CUX02 - Residuos Voluminosos; 02. SUA01CUX02 - Residuos Voluminosos
BOT02CUX08 Puntaje Nivel 1;Boti [BOT] / 02. Cumpleaños / 08. BOT02CUX08 - Turisteando; 08. BOT02CUX08 - Turisteando
MiBA01CUX01 Niveles de seguridad ;miBA [MIBA] / 01. Cuenta miBA / 01. MIBA01CUX01 - miBA flujo estático; 01. MIBA01CUX01 - miBA flujo estático
MO08CUX03 Revisar facturas;Movilidad [MO] / 08. Trámites varios / 03. MO08CUX03 - AUSA - Sacar TelePASE; 03. MO08CUX03 - AUSA - Sacar TelePASE
DH01CUX03 Confirmar trámite;Desarrollo humano [DH] / 01. Atención social / 02. TR02CUX02 - Rendición de Subsidio Habitacional 690; 02. TR02CUX02 - Rendición de Subsidio Habitacional 690
SUA01CUX11 Apertura;Solicitudes - Suaci [SUACI] / 01. Espacio público / 11. SUA01CUX11 - Extracción de árbol; 11. SUA01CUX11 - Extracción de árbol
TR04CUX11 Registro Civil - Dónde pueden casarse;Trámites [TR] / 04. Estáticos Varios / 11. TR04CUX11 - Casamientos 💍; 11. TR04CUX11 - Casamientos 💍
DH03CUX01 Trámites vehículos;Desarrollo humano [DH] / 03. Accesibilidad / 01. DH03CUX01 - Accesibilidad; 01. DH03CUX01 - Accesibilidad
Apertura Información sumaria testimonial de Declaración de domicilio;Registro Civil [RC] / 01. Estáticos / 02. RC01CUX02 - Información sumaria testimonial de Declaración de domicilio; 02. RC01CUX02 - Información sumaria testimonial de Declaración de domicilio
SUA01CUX23 Pide ubicación;Solicitudes - Suaci [SUACI] / 01. Espacio público / 23. SUA01CUX23 Desinfección vía publica; 23. SUA01CUX23 Desinfección vía publica
MO05CUX08 No tiene licencia vigente;Movilidad [MO] / 05. Licencias / 08. MO05CUX08 - Ampliación de licencias; 08. MO05CUX08 - Ampliación de licencias
CIU02CUX01 Sede comunal 1;Ciudad [CIU] / 02. Comunas de la ciudad / 01. CIU02CUX01 - Comunas de la Ciudad; 01. CIU02CUX01 - Comunas de la Ciudad
CIU02CUX00 Superapertura;Ciudad [CIU] / 02. Comunas de la ciudad; 02. Comunas de la ciudad
IN01CUX02 - Habilitado - Saldo negativo - Recupera puntos;Infracciones [IN] / 02. IN01CUX02 - Scoring; 02. IN01CUX02 - Scoring
SUA01CUX05 Autos Abandonados - Validación Vehículo;Solicitudes - Suaci [SUACI] / 01. Espacio público / 05. SUA01CUX05 - Autos abandonados; 05. SUA01CUX05 - Autos abandonados
TR04CUX32  Nuevo pasaporte > Menores;Trámites [TR] / 04. Estáticos Varios / 32. TR04CUX32 - Pasaporte; 32. TR04CUX32 - Pasaporte
SUA01CUX01 Enviar Formulario;Solicitudes - Suaci [SUACI] / 01. Espacio público / 01. SUA01CUX01 - Criadero de mosquitos ; 01. SUA01CUX01 - Criadero de mosquitos 
MO05CUX11 Editar pregunta enfermedad neurológica;Movilidad [MO] / 05. Licencias / 11. MO05CUX11 Ficha de salud; 11. MO05CUX11 Ficha de salud
SA01CAT01 Apertura;Derivaciones [DER] / Derivación / Derivación a agente de SIGEHOS; Derivación a agente de SIGEHOS
 TR01CUX21 Consorcios;Trámites [TR] / 01. TAD / 21. TR01CUX21 |Apertura TAD; 21. TR01CUX21 |Apertura TAD
DH01CAT03 Pide número de edificio;Derivaciones [DER] / Derivación / Derivación a agente de IVC; Derivación a agente de IVC
SUA01CUX01 Preguntas refuerzos;Solicitudes - Suaci [SUACI] / 01. Espacio público / 01. SUA01CUX01 - Criadero de mosquitos ; 01. SUA01CUX01 - Criadero de mosquitos 
TR02CUX05 Nuevo email;Trámites [TR] / 02. Integraciones STD / 05. TR02CUX05 - Entrega de Certificados Escolares para Ciudadanía Porteña- ; 05. TR02CUX05 - Entrega de Certificados Escolares para Ciudadanía Porteña- 
CIU02CUX01 Sede comunal 11;Ciudad [CIU] / 02. Comunas de la ciudad / 01. CIU02CUX01 - Comunas de la Ciudad; 01. CIU02CUX01 - Comunas de la Ciudad
BOT06CUX01 Adivinanza 4;Boti [BOT] / 06. Diversión / 01. BOT06CUX01 - Divertite con Boti; 01. BOT06CUX01 - Divertite con Boti
DH01CAT3 Usuario no responde pregunta;Derivaciones [DER] / Derivación / Derivación a agente de IVC; Derivación a agente de IVC
SA08CUX02 Recibí un trasplante / En lista de espera;Salud [SA] / 08. Donación / 02. SA08CUX02 - Donación de órganos ❤️ ; 02. SA08CUX02 - Donación de órganos ❤️ 
DH11CUX08 Ahora no;Desarrollo humano [DH] / 11. Inclusión financiera / 08. DH11CUX08 - Compras con impacto; 08. DH11CUX08 - Compras con impacto
SUA01CUX34 Envió de solicitud;Solicitudes - Suaci [SUACI] / 01. Espacio público / 34. SUA01CUX34 Vaciado de contenedor; 34. SUA01CUX34 Vaciado de contenedor
DH11CUX05 Silencio user;Desarrollo humano [DH] / 11. Inclusión financiera / 05. DH11CUX05 Curso Fotoproducto virtual; 05. DH11CUX05 Curso Fotoproducto virtual
Centralizar rúbrica;Trámites [TR] / 04. Estáticos Varios / 37. TR04CUX37 - Rúbrica laboral; 37. TR04CUX37 - Rúbrica laboral
INN10CUX11 Cierre ;Innovación [INN] / 10. Boti LLM / 11. INN10CUX11 - Encuesta Boti Voice; 11. INN10CUX11 - Encuesta Boti Voice
SA10CUX01 Hospitales;Salud [SA] / 10. Centros de salud / 01. SA10CUX01 - Hospitales; 01. SA10CUX01 - Hospitales
TUR01CUX10 Pedido de datos;Turnos [TUR] / 01. SIGECI / 10. TUR01CUX10 Turno para acta de tránsito; 10. TUR01CUX10 Turno para acta de tránsito
Instancia 1 | No entendidos;0. Core del bot (No tocar) / No entendidos; No entendidos
TR04CUX45 Apertura;Trámites [TR] / 04. Estáticos Varios / 45. TR04CUX45 - Bifurcador Certificados; 45. TR04CUX45 - Bifurcador Certificados
INN08CUX01 Anzuelo Salud Octubre V1;Innovación [INN] / 08. Botificador / 01. INN08CUX01 - Botificador; 01. INN08CUX01 - Botificador
No Encontró Ubicación Permitido Estacionar;Movilidad [MO] / 04. Transporte / 07. MO04CUX07 - Permitido estacionar; 07. MO04CUX07 - Permitido estacionar
SA03CUX02 Quiénes se vacunan;Salud [SA] / 03. Vacunación general / 02. SA03CUX02 - Vacuna Antigripal ; 02. SA03CUX02 - Vacuna Antigripal 
SA06CUX02 Verificar turno elegido;Salud [SA] / 06. Gestor de encuentros / 01. SA06CUX01 - Mis Profesionales; 01. SA06CUX01 - Mis Profesionales
MO05CUX08 Cadena de validaciones;Movilidad [MO] / 05. Licencias / 08. MO05CUX08 - Ampliación de licencias; 08. MO05CUX08 - Ampliación de licencias
TR04CUX32  Nuevo pasaporte;Trámites [TR] / 04. Estáticos Varios / 32. TR04CUX32 - Pasaporte; 32. TR04CUX32 - Pasaporte
TUR01CUX09 Soy argentino;Turnos [TUR] / 01. SIGECI / 09. TUR01CUX09 Turno para cambio de domicilio; 09. TUR01CUX09 Turno para cambio de domicilio
EDU01CUX04 Casos especiales;Educación [EDU] / 01. Becas / 04. EDU01CUX04 - Becas alimentarias; 04. EDU01CUX04 - Becas alimentarias
MO08CUX02 Dónde hacerla;Movilidad [MO] / 08. Trámites varios / 02. MO08CUX02 - Verificación policial ; 02. MO08CUX02 - Verificación policial 
CXF01CUX02 Más o menos Estáticos;Customer Experience Feedback [CXF] / 01. Customer Experience Feedback (CXF) / 02. CXF01CUX02 - Feedback Boti Estáticos; 02. CXF01CUX02 - Feedback Boti Estáticos
BOT01CUX01 Sexo;Boti [BOT] / 01. Perfil / 01. BOT01CUX01 - Personalidad; 01. BOT01CUX01 - Personalidad
SA07CUX01 Cómo hago;Salud [SA] / 07. Salud sexual / 01. SA07CUX01 - Salud Sexual y Reproductiva; 01. SA07CUX01 - Salud Sexual y Reproductiva
CU10CUX02 El Loco Chávez;Cultura [CU] / 10. Casco Histórico / 02. CU10CUX02 - Paseo de la historieta; 02. CU10CUX02 - Paseo de la historieta
TUR01CUX05 Confirmación turno;Turnos [TUR] / 01. SIGECI / 05. TUR01CUX05 - Turno para renovación de licencia de conducir; 05. TUR01CUX05 - Turno para renovación de licencia de conducir
DH01CAT03 Pide barrio;Derivaciones [DER] / Derivación / Derivación a agente de IVC; Derivación a agente de IVC
SE01CUX03 Cómo me anoto;Seguridad [SE] / 01. Servicios (Policia, bomberos...) / 03. SE01CUX03 - Agentes de prevención; 03. SE01CUX03 - Agentes de prevención
EDU04CUX25 Cómo funciona;Educación [EDU] / 04. Educación Escolar / 25. EDU04CUX25 - Plan Sarmiento; 25. EDU04CUX25 - Plan Sarmiento
SUA01CUX Número de refuerzo inválido;Solicitudes - Suaci [SUACI] / 01. Espacio público / SUACI Componentes Comunes; SUACI Componentes Comunes
CU00CUX01 Turismo cultural;Cultura [CU];Cultura [CU]
MO05CUX08 Validación - Inhibiciones;Movilidad [MO] / 05. Licencias / 08. MO05CUX08 - Ampliación de licencias; 08. MO05CUX08 - Ampliación de licencias
SUA01CUX12 Fotos 3;Solicitudes - Suaci [SUACI] / 01. Espacio público / 12. SUA01CUX12 - Irregularidades en marquesinas, toldos o anuncios; 12. SUA01CUX12 - Irregularidades en marquesinas, toldos o anuncios
AM02CUX03 Apertura;Ambiente [AM] / 02. Cambio climático / 03. AM03CUX03 - Red de Refugios Climáticos; 03. AM03CUX03 - Red de Refugios Climáticos
EDU05CUX04 Ver más carreras;Educación [EDU] / 05. Educación Superior / 04. EDU05CUX04 - Tecnicaturas de Salud; 04. EDU05CUX04 - Tecnicaturas de Salud
CIU04CUX01 Encuestas;Ciudad [CIU] / 04. Estadísticas y censos / 01. CIU04CUX01 Estadisticas y Censos; 01. CIU04CUX01 Estadisticas y Censos
DH07CUX01 Cómo anotarme ;Desarrollo humano [DH] / 07. Inclusión social / 01. DH07CUX01 Redes por la Inclusión; 01. DH07CUX01 Redes por la Inclusión
SE02CUX01 Robo de identidad;Seguridad [SE] / 02. Ciberseguridad / 01. SE02CUX01 - Ciberestafas; 01. SE02CUX01 - Ciberestafas
CIU05CUX03 Estación Retiro 🚉;Ciudad [CIU] / 05. Sobre la Ciudad / 03. CIU05CUX03 - Barrios de la Ciudad / 02. CIU05CUX03 - Activación CAT Retiro; 02. CIU05CUX03 - Activación CAT Retiro
EDU05CUX01 Cómo me anoto;Educación [EDU] / 05. Educación Superior / 01. EDU05CUX01 - Beneficios para universitarios; 01. EDU05CUX01 - Beneficios para universitarios
Mostrar más Resultados | Ecobici;Movilidad [MO] / 06. Bicicletas / 02. MO06CUX02 - Ecobici; 02. MO06CUX02 - Ecobici
CU01CUX14 Más de MIJU;Cultura [CU] / 01. Museos / 14. CU01CUX14 - MIJU; 14. CU01CUX14 - MIJU
CU05CUX01 Apoyo escolar;Cultura [CU] / 05. Bibliotecas / 01. CU05CUX01 - Red de Bibliotecas de la Ciudad ; 01. CU05CUX01 - Red de Bibliotecas de la Ciudad 
DEC05CUX01 Distritos económicos;Desarrollo Económico [DEC] / 05. Empresas / 01. DEC05CUX01 - Boti para empresas, SAP; 01. DEC05CUX01 - Boti para empresas, SAP
DH08CUX02 Volver a ver V2M1;Desarrollo humano [DH] / 08.Educación financiera / 02. DH08CUX02 Curso virtual de Educación Financiera; 02. DH08CUX02 Curso virtual de Educación Financiera
EDU04CUX25 Me lo robaron;Educación [EDU] / 04. Educación Escolar / 25. EDU04CUX25 - Plan Sarmiento; 25. EDU04CUX25 - Plan Sarmiento
 TR01CUX21 Persona física;Trámites [TR] / 01. TAD / 21. TR01CUX21 |Apertura TAD; 21. TR01CUX21 |Apertura TAD
BOT06CUX03 Pregunta 2B;Boti [BOT] / 06. Diversión / 03. BOT06CUX03 - Trivia Descubrir BA; 03. BOT06CUX03 - Trivia Descubrir BA
SA03CUX02 Número de documento;Salud [SA] / 03. Vacunación general / 02. SA03CUX02 - Vacuna Antigripal ; 02. SA03CUX02 - Vacuna Antigripal 
MO05CUX09 Error de servicio;Movilidad [MO] / 05. Licencias / 09. MO05CUX09 - Renovación por cambio de jurisdicción; 09. MO05CUX09 - Renovación por cambio de jurisdicción
TR03CUX08 Habilitación vehicular de foodtrucks;Trámites [TR] / 03. Match directo / 08. TR03CUX08 - AGC; 08. TR03CUX08 - AGC
TU01CAT01 Pedido de datos nombre Portugués;Derivaciones [DER] / Derivación / Derivación a agente de Turismo; Derivación a agente de Turismo
SUA01CUX27 Cambiar dirección;Solicitudes - Suaci [SUACI] / 01. Espacio público / 27. SUA01CUX27 - Mayor luminaria; 27. SUA01CUX27 - Mayor luminaria
TR03CUX03 Casco histórico: asesoramiento gratuito para recuperación de fachadas;Trámites [TR] / 03. Match directo / 03. TR03CUX03 - Cultura; 03. TR03CUX03 - Cultura
MO05CUX10 Pedido de foto DNI dorso;Movilidad [MO] / 05. Licencias / 10. MO05CUX10 Duplicado de licencia; 10. MO05CUX10 Duplicado de licencia
miBA01CUX02 Pedido de datos;miBA [MIBA] / 01. Cuenta miBA / 02. MIBA01CUX02 - Blanqueo miBA; 02. MIBA01CUX02 - Blanqueo miBA
SUA01CUX03 Apertura;Solicitudes - Suaci [SUACI] / 01. Espacio público / 03. SUA01CUX03 - Poda de Árboles; 03. SUA01CUX03 - Poda de Árboles
MO08CUX03 Baja o reposición;Movilidad [MO] / 08. Trámites varios / 03. MO08CUX03 - AUSA - Sacar TelePASE; 03. MO08CUX03 - AUSA - Sacar TelePASE
DE04CUX01 Básquet;Deportes [DE] / 4. Polideportivos / 01. DE04CUX01 Polideportivos; 01. DE04CUX01 Polideportivos
MO05CUX08 Nuevas categorías;Movilidad [MO] / 05. Licencias / 08. MO05CUX08 - Ampliación de licencias; 08. MO05CUX08 - Ampliación de licencias
EDU04CUX25 Más información;Educación [EDU] / 04. Educación Escolar / 25. EDU04CUX25 - Plan Sarmiento; 25. EDU04CUX25 - Plan Sarmiento
SA17CUX01 Numero invalido establecimiento;Salud [SA] / 17. Turnos abiertos; 17. Turnos abiertos
SA06CUX02 Hay un error - No soy yo;Salud [SA] / 06. Gestor de encuentros / 02. SA06CUX02 - pushes; 02. SA06CUX02 - pushes
TUR01CUX05 Buscar por fecha;Turnos [TUR] / 01. SIGECI / 05. TUR01CUX05 - Turno para renovación de licencia de conducir; 05. TUR01CUX05 - Turno para renovación de licencia de conducir
AG01CUX01 Grandes contribuyentes;AGIP [AG] / 01. Sobre AGIP / 01. AG01CUX01 - AGIP; 01. AG01CUX01 - AGIP
EM01CUX02 Privada o pública;Empleo [EM] / 01. Violencia laboral / EM01CUX02 - Violencia Laboral (DGNL); EM01CUX02 - Violencia Laboral (DGNL)
miBA01CAT03 > ⏳ 2do TO - Sin disponiblidad;Derivaciones [DER] / Derivación / Derivación a agente de Soporte de miBA; Derivación a agente de Soporte de miBA
TR04CUX02 DNI a domicilio;Trámites [TR] / 04. Estáticos Varios / 02. TR04CUX02 - DNI; 02. TR04CUX02 - DNI
SUA01CUX04 Revalidar Hora;Solicitudes - Suaci [SUACI] / 01. Espacio público / 04. SUA01CUX04 - Auto mal estacionado (NUEVO); 04. SUA01CUX04 - Auto mal estacionado (NUEVO)
CIU05CUX07 ANSES;Ciudad [CIU] / 05. Sobre la Ciudad / 07. CIU05CUX07 - Barrio Mugica; 07. CIU05CUX07 - Barrio Mugica
EP01CUX01 Contenedores verdes;Espacio Público [EP] / 01. Ciudad Verde / 01. EP01CUX01 - BA Recicla; 01. EP01CUX01 - BA Recicla
TR01CUX15 Apertura;Trámites [TR] / 01. TAD / 15. TR01CUX15 - TAD Registro de Empleadores; 15. TR01CUX15 - TAD Registro de Empleadores
CU10CUX02 El Loco Chávez > Contame más;Cultura [CU] / 10. Casco Histórico / 02. CU10CUX02 - Paseo de la historieta; 02. CU10CUX02 - Paseo de la historieta
BOT06CUX01 Sticker por tema;Boti [BOT] / 06. Diversión / 01. BOT06CUX01 - Divertite con Boti; 01. BOT06CUX01 - Divertite con Boti
MO05CUX09 Domicilio inválido;Movilidad [MO] / 05. Licencias / 09. MO05CUX09 - Renovación por cambio de jurisdicción; 09. MO05CUX09 - Renovación por cambio de jurisdicción
DDHH03CUX09 Quiero anotarme;Derechos Humanos [DDHH] / 03. Niños: Derechos y Defensorías / 09. DDHH03CUX09 - Programa Abrazar; 09. DDHH03CUX09 - Programa Abrazar
BOT01CUX01 ¿Hombre o Mujer?;Boti [BOT] / 01. Perfil / 01. BOT01CUX01 - Personalidad; 01. BOT01CUX01 - Personalidad
TR01CUX14 Qué necesito;Trámites [TR] / 01. TAD / 14. TR01CUX14 - Registro Administradores de Consorcios - Actualización de Matrículas ; 14. TR01CUX14 - Registro Administradores de Consorcios - Actualización de Matrículas 
SE01CUX06 Dirección no encontrada;Seguridad [SE] / 01. Servicios (Policia, bomberos...) / 06. SE01CUX06 - Ministerio Público Fiscal; 06. SE01CUX06 - Ministerio Público Fiscal
MO03CUX01 Línea E horarios;Movilidad [MO] / 03. Subte y Tren / 01. MO03CUX01 - Subte Estático; 01. MO03CUX01 - Subte Estático
SA03CUX01 A los seis meses;Salud [SA] / 03. Vacunación general / 01. SA03CUX01 - Vacunación; 01. SA03CUX01 - Vacunación
BOT02CUX08 Pregunta 3 Nivel 2;Boti [BOT] / 02. Cumpleaños / 08. BOT02CUX08 - Turisteando; 08. BOT02CUX08 - Turisteando
EDU04CUX30 Niñez ;Educación [EDU] / 04. Educación Escolar / 30. EDU04CUX30 - Uso del celular; 30. EDU04CUX30 - Uso del celular
NI01CUX09 Isla del lago ;Niñez [NI] / 01. Boticuentos / 09. NI01CUX09 - El fantasma del Anfiteatro; 09. NI01CUX09 - El fantasma del Anfiteatro
SA15CUX01 Empleo con apoyo;Salud [SA] / 15. Salud mental / 01. SA15CUX01 - Líneas de atención psicológicas; 01. SA15CUX01 - Líneas de atención psicológicas
DEC05CUX01 Necesito ayuda APRA;Desarrollo Económico [DEC] / 05. Empresas / 01. DEC05CUX01 - Boti para empresas, SAP; 01. DEC05CUX01 - Boti para empresas, SAP
CIU05CUX09 Parque Ricchieri;Ciudad [CIU] / 05. Sobre la Ciudad / 09- CIU05CUX09 - Espacios verdes / CIU05CUX09 - Devoto; CIU05CUX09 - Devoto
SUA01CUX11 Ver mas refuerzos;Solicitudes - Suaci [SUACI] / 01. Espacio público / 11. SUA01CUX11 - Extracción de árbol; 11. SUA01CUX11 - Extracción de árbol
Pasaporte Covid | Revisar datos | Persistir info;Salud [SA] / 02. Test COVID / 03. SA02CUX03 - Certificado COVID-19; 03. SA02CUX03 - Certificado COVID-19
DH01CAT03 Pide piso y depto;Derivaciones [DER] / Derivación / Derivación a agente de IVC; Derivación a agente de IVC
BOT06CUX01 Adivinanza 7;Boti [BOT] / 06. Diversión / 01. BOT06CUX01 - Divertite con Boti; 01. BOT06CUX01 - Divertite con Boti
CU01CUX02 Casa Carlos Gardel;Cultura [CU] / 01. Museos / 02. CU01CUX02 - Museos; 02. CU01CUX02 - Museos
SA07CUX01 Transmisión Sífilis;Salud [SA] / 07. Salud sexual / 01. SA07CUX01 - Salud Sexual y Reproductiva; 01. SA07CUX01 - Salud Sexual y Reproductiva
TUR01CUX06 Verificación de turno;Turnos [TUR] / 01. SIGECI / 06. TUR01CUX06 - Turnera vacunación COVID; 06. TUR01CUX06 - Turnera vacunación COVID
USIG - Pregunta si confirma dirección;Utilidades para intenciones / USIG - Preguntar calle y altura; USIG - Preguntar calle y altura
EDU01CUX04 Estado de mi beca;Educación [EDU] / 01. Becas / 04. EDU01CUX04 - Becas alimentarias; 04. EDU01CUX04 - Becas alimentarias
MO04CUX04 Apertura;Movilidad [MO] / 04. Transporte / 04. MO04CUX04 - Estacionamiento medido; 04. MO04CUX04 - Estacionamiento medido
 DH08CUX02 Módulo 1;Desarrollo humano [DH] / 08.Educación financiera / 02. DH08CUX02 Curso virtual de Educación Financiera; 02. DH08CUX02 Curso virtual de Educación Financiera
EDU05CUX06 Primaria;Educación [EDU] / 05. Educación Superior / 06. EDU05CUX06 - Profesorados; 06. EDU05CUX06 - Profesorados
TUR01CUX01 No cierre;Turnos [TUR] / 01. SIGECI / 01. TUR01CUX01 - Turno Nuevo ejemplar DNI; 01. TUR01CUX01 - Turno Nuevo ejemplar DNI
SUA01CUX07 Preguntar Refuerzos - Reparación de luminaria;Solicitudes - Suaci [SUACI] / 01. Espacio público / 07. SUA01CUX07 - Reparación de luminaria; 07. SUA01CUX07 - Reparación de luminaria
